d: 20
alpha_u: 0.01
alpha_v: 0.01
gamma: 0.8
fnTrainingData: ../ML1M/generality/copy1.train
fnTestData: ../ML1M/generality/copy1.test
fnOutputData: ./testResult/FPMF_0.001_2_1M_copy_1.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
num_iterations: 100
Iter:0| NaN num = 0
MAE:2.5796762| RMSE:2.811369
Iter:1| NaN num = 0
MAE:2.5796762| RMSE:2.811369
Iter:2| NaN num = 0
MAE:2.5796762| RMSE:2.811369
Iter:3| NaN num = 0
MAE:2.5796762| RMSE:2.811369
Iter:4| NaN num = 0
MAE:2.5796762| RMSE:2.811369
Iter:5| NaN num = 0
MAE:2.5796762| RMSE:2.811369
Iter:6| NaN num = 0
MAE:2.5796762| RMSE:2.811369
Iter:7| NaN num = 0
MAE:2.5796762| RMSE:2.811369
Iter:8| NaN num = 0
MAE:1.5827718| RMSE:1.7940319
Iter:9| NaN num = 0
MAE:0.99947846| RMSE:1.3024825
Iter:10| NaN num = 0
MAE:1.7937034| RMSE:2.0177217
Iter:11| NaN num = 0
MAE:0.7902944| RMSE:1.0355257
Iter:12| NaN num = 0
MAE:0.86134696| RMSE:1.0386833
Iter:13| NaN num = 0
MAE:0.72727406| RMSE:0.94259506
Iter:14| NaN num = 0
MAE:0.74366385| RMSE:0.92551607
Iter:15| NaN num = 0
MAE:0.7195355| RMSE:0.9138119
Iter:16| NaN num = 0
MAE:0.72338694| RMSE:0.91334635
Iter:17| NaN num = 0
MAE:0.7223453| RMSE:0.9131241
Iter:18| NaN num = 0
MAE:0.72237635| RMSE:0.91307914
Iter:19| NaN num = 0
MAE:0.72233695| RMSE:0.9130273
Iter:20| NaN num = 0
MAE:0.72228914| RMSE:0.9129803
Iter:21| NaN num = 0
MAE:0.72225547| RMSE:0.9129392
Iter:22| NaN num = 0
MAE:0.72222126| RMSE:0.9128988
Iter:23| NaN num = 0
MAE:0.7221906| RMSE:0.91286236
Iter:24| NaN num = 0
MAE:0.7221611| RMSE:0.91282964
Iter:25| NaN num = 0
MAE:0.7221387| RMSE:0.91279995
Iter:26| NaN num = 0
MAE:0.7221136| RMSE:0.9127711
Iter:27| NaN num = 0
MAE:0.7220904| RMSE:0.91274256
Iter:28| NaN num = 0
MAE:0.72207075| RMSE:0.9127173
Iter:29| NaN num = 0
MAE:0.72205395| RMSE:0.91269547
Iter:30| NaN num = 0
MAE:0.7220364| RMSE:0.91267496
Iter:31| NaN num = 0
MAE:0.722022| RMSE:0.9126563
Iter:32| NaN num = 0
MAE:0.7220095| RMSE:0.91263896
Iter:33| NaN num = 0
MAE:0.7219988| RMSE:0.91262275
Iter:34| NaN num = 0
MAE:0.7219884| RMSE:0.91261005
Iter:35| NaN num = 0
MAE:0.7219805| RMSE:0.91259694
