d: 20
alpha_u: 0.01
alpha_v: 0.01
gamma: 0.8
fnTrainingData: ../ML1M/generality/copy2.train
fnTestData: ../ML1M/generality/copy2.test
fnOutputData: ./testResult/FPMF_0.001_3_1M_copy_2.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
num_iterations: 100
Iter:0| NaN num = 0
MAE:2.5824826| RMSE:2.8137915
Iter:1| NaN num = 0
MAE:2.5824826| RMSE:2.8137915
Iter:2| NaN num = 0
MAE:2.5824826| RMSE:2.8137915
Iter:3| NaN num = 0
MAE:2.5824826| RMSE:2.8137915
Iter:4| NaN num = 0
MAE:2.5824826| RMSE:2.8137915
Iter:5| NaN num = 0
MAE:2.5824826| RMSE:2.8137915
Iter:6| NaN num = 0
MAE:2.5824826| RMSE:2.8137915
Iter:7| NaN num = 0
MAE:2.5824819| RMSE:2.8137906
Iter:8| NaN num = 0
MAE:1.4732773| RMSE:1.6868505
Iter:9| NaN num = 0
MAE:0.99816453| RMSE:1.3006744
Iter:10| NaN num = 0
MAE:1.7581506| RMSE:1.9761337
Iter:11| NaN num = 0
MAE:0.79519105| RMSE:1.0448986
Iter:12| NaN num = 0
MAE:0.88194287| RMSE:1.0583228
Iter:13| NaN num = 0
MAE:0.7254069| RMSE:0.9425986
Iter:14| NaN num = 0
MAE:0.7429632| RMSE:0.92380714
Iter:15| NaN num = 0
MAE:0.7157298| RMSE:0.91006124
Iter:16| NaN num = 0
MAE:0.71996754| RMSE:0.9095998
Iter:17| NaN num = 0
MAE:0.7188093| RMSE:0.9093225
Iter:18| NaN num = 0
MAE:0.718842| RMSE:0.9092682
Iter:19| NaN num = 0
MAE:0.7187955| RMSE:0.90920615
Iter:20| NaN num = 0
MAE:0.71875256| RMSE:0.90915436
Iter:21| NaN num = 0
MAE:0.71870697| RMSE:0.9091031
Iter:22| NaN num = 0
MAE:0.7186709| RMSE:0.90905696
Iter:23| NaN num = 0
MAE:0.7186372| RMSE:0.9090123
Iter:24| NaN num = 0
MAE:0.71860504| RMSE:0.9089737
Iter:25| NaN num = 0
MAE:0.71857667| RMSE:0.9089373
Iter:26| NaN num = 0
MAE:0.7185523| RMSE:0.908905
Iter:27| NaN num = 0
MAE:0.7185316| RMSE:0.9088748
Iter:28| NaN num = 0
MAE:0.7185069| RMSE:0.9088475
Iter:29| NaN num = 0
MAE:0.7184871| RMSE:0.90882325
Iter:30| NaN num = 0
MAE:0.71846926| RMSE:0.9088026
Iter:31| NaN num = 0
MAE:0.7184529| RMSE:0.9087829
Iter:32| NaN num = 0
MAE:0.7184372| RMSE:0.908764
Iter:33| NaN num = 0
MAE:0.7184229| RMSE:0.9087477
Iter:34| NaN num = 0
MAE:0.7184118| RMSE:0.9087314
Iter:35| NaN num = 0
MAE:0.718403| RMSE:0.90871644
Iter:36| NaN num = 0
MAE:0.7183923| RMSE:0.9087039
Iter:37| NaN num = 0
MAE:0.7183842| RMSE:0.9086919
Iter:38| NaN num = 0
MAE:0.71837586| RMSE:0.90868104
Iter:39| NaN num = 0
MAE:0.7183691| RMSE:0.9086722
Iter:40| NaN num = 0
MAE:0.71836156| RMSE:0.90866375
Iter:41| NaN num = 0
MAE:0.71835583| RMSE:0.9086566
Iter:42| NaN num = 0
MAE:0.71835047| RMSE:0.9086498
Iter:43| NaN num = 0
MAE:0.71834534| RMSE:0.90864384
Iter:44| NaN num = 0
MAE:0.71834093| RMSE:0.9086376
Iter:45| NaN num = 0
MAE:0.7183366| RMSE:0.908633
Iter:46| NaN num = 0
MAE:0.71833384| RMSE:0.9086276
Iter:47| NaN num = 0
MAE:0.7183308| RMSE:0.90862334
Iter:48| NaN num = 0
MAE:0.7183283| RMSE:0.9086198
Iter:49| NaN num = 0
MAE:0.71832603| RMSE:0.9086171
Iter:50| NaN num = 0
MAE:0.7183235| RMSE:0.9086138
Iter:51| NaN num = 0
