d: 20
alpha_u: 0.01
alpha_v: 0.01
gamma: 0.8
fnTrainingData: ../ML100K/generality/copy3.train
fnTestData: ../ML100K/generality/copy3.test
fnOutputData: ./testResult/FPMF_0.001_3_100K_copy_3.txt
MinRating: 1.0
MaxRating: 5.0
n: 943
m: 1682
num_iterations: 100
Iter:0| NaN num = 0
Iter:68| NaN num = 0
MAE:0.7449415| RMSE:0.94398004
Iter:69| NaN num = 0
MAE:0.7449408| RMSE:0.9439794
Iter:70| NaN num = 0
MAE:0.7449408| RMSE:0.9439783
Iter:71| NaN num = 0
MAE:0.7449404| RMSE:0.94397736
Iter:72| NaN num = 0
MAE:0.7449397| RMSE:0.94397694
Iter:73| NaN num = 0
MAE:0.74493885| RMSE:0.94397604
Iter:74| NaN num = 0
MAE:0.74493873| RMSE:0.94397515
Iter:75| NaN num = 0
MAE:0.744938| RMSE:0.94397455
Iter:76| NaN num = 0
MAE:0.7449375| RMSE:0.9439741
Iter:77| NaN num = 0
MAE:0.7449374| RMSE:0.9439736
Iter:78| NaN num = 0
MAE:0.7449372| RMSE:0.9439729
Iter:79| NaN num = 0
MAE:0.74493694| RMSE:0.9439726
Iter:80| NaN num = 0
MAE:0.7449368| RMSE:0.9439724
Iter:81| NaN num = 0
MAE:0.74493665| RMSE:0.94397205
Iter:82| NaN num = 0
MAE:0.7449362| RMSE:0.94397193
Iter:83| NaN num = 0
MAE:0.74493605| RMSE:0.9439717
Iter:84| NaN num = 0
MAE:0.74493587| RMSE:0.9439714
Iter:85| NaN num = 0
MAE:0.7449358| RMSE:0.9439711
Iter:86| NaN num = 0
MAE:0.7449356| RMSE:0.94397086
Iter:87| NaN num = 0
MAE:0.74493545| RMSE:0.9439708
Iter:88| NaN num = 0
MAE:0.7449352| RMSE:0.9439707
Iter:89| NaN num = 0
MAE:0.74493486| RMSE:0.94397056
Iter:90| NaN num = 0
MAE:0.7449349| RMSE:0.94397044
Iter:91| NaN num = 0
MAE:0.7449348| RMSE:0.94397044
Iter:92| NaN num = 0
MAE:0.74493474| RMSE:0.94397014
Iter:93| NaN num = 0
MAE:0.7449347| RMSE:0.9439702
Iter:94| NaN num = 0
MAE:0.7449345| RMSE:0.94397014
Iter:95| NaN num = 0
MAE:0.74493456| RMSE:0.94397026
Iter:96| NaN num = 0
MAE:0.7449345| RMSE:0.94397014
Iter:97| NaN num = 0
MAE:0.7449347| RMSE:0.94397014
Iter:98| NaN num = 0
MAE:0.7449345| RMSE:0.9439701
Iter:99| NaN num = 0
MAE:0.7449345| RMSE:0.94396996
NaN num = 0
MAE:0.7449345| RMSE:0.94397
