d: 20
alpha_u: 0.01
alpha_v: 0.01
gamma: 0.8
fnTrainingData: ../ML1M/generality/copy4.train
fnTestData: ../ML1M/generality/copy4.test
fnOutputData: ./testResult/FPMF_0.001_0_1M_copy_4.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
num_iterations: 100
Iter:0| NaN num = 0
MAE:2.5821278| RMSE:2.813787
Iter:1| NaN num = 0
MAE:2.5821278| RMSE:2.813787
Iter:2| NaN num = 0
MAE:2.5821278| RMSE:2.813787
Iter:3| NaN num = 0
MAE:2.5821278| RMSE:2.813787
Iter:4| NaN num = 0
MAE:2.5821278| RMSE:2.813787
Iter:5| NaN num = 0
MAE:2.5821278| RMSE:2.813787
Iter:6| NaN num = 0
MAE:2.5821278| RMSE:2.813787
Iter:7| NaN num = 0
MAE:2.5813286| RMSE:2.812768
Iter:8| NaN num = 0
MAE:1.1550734| RMSE:1.3742247
Iter:9| NaN num = 0
MAE:0.9492939| RMSE:1.2374722
Iter:10| NaN num = 0
MAE:1.447614| RMSE:1.6471992
Iter:11| NaN num = 0
MAE:0.83875614| RMSE:1.1055129
Iter:12| NaN num = 0
MAE:0.9874222| RMSE:1.1706803
Iter:13| NaN num = 0
MAE:0.7356624| RMSE:0.95836174
Iter:14| NaN num = 0
MAE:0.7533679| RMSE:0.9329134
Iter:15| NaN num = 0
MAE:0.71836615| RMSE:0.9136152
Iter:16| NaN num = 0
MAE:0.7231777| RMSE:0.9128959
Iter:17| NaN num = 0
MAE:0.72181875| RMSE:0.9125912
Iter:18| NaN num = 0
MAE:0.7218854| RMSE:0.91256034
Iter:19| NaN num = 0
MAE:0.72185576| RMSE:0.9125219
Iter:20| NaN num = 0
MAE:0.7218294| RMSE:0.91248477
Iter:21| NaN num = 0
MAE:0.7217982| RMSE:0.91245085
Iter:22| NaN num = 0
MAE:0.72177047| RMSE:0.9124179
Iter:23| NaN num = 0
MAE:0.72174704| RMSE:0.91238767
Iter:24| NaN num = 0
MAE:0.72172624| RMSE:0.9123611
Iter:25| NaN num = 0
MAE:0.72170556| RMSE:0.9123349
Iter:26| NaN num = 0
MAE:0.7216882| RMSE:0.91231227
Iter:27| NaN num = 0
MAE:0.7216729| RMSE:0.91229177
Iter:28| NaN num = 0
MAE:0.72165585| RMSE:0.9122726
Iter:29| NaN num = 0
MAE:0.72164124| RMSE:0.9122545
Iter:30| NaN num = 0
MAE:0.72162926| RMSE:0.9122385
Iter:31| NaN num = 0
MAE:0.72161674| RMSE:0.9122227
Iter:32| NaN num = 0
MAE:0.721605| RMSE:0.91221035
Iter:33| NaN num = 0
MAE:0.7215949| RMSE:0.91219896
Iter:34| NaN num = 0
MAE:0.7215848| RMSE:0.91218764
Iter:35| NaN num = 0
MAE:0.7215767| RMSE:0.9121767
Iter:36| NaN num = 0
MAE:0.7215699| RMSE:0.9121674
Iter:37| NaN num = 0
MAE:0.72156394| RMSE:0.9121587
Iter:38| NaN num = 0
MAE:0.721558| RMSE:0.9121506
Iter:39| NaN num = 0
MAE:0.7215523| RMSE:0.91214484
Iter:40| NaN num = 0
MAE:0.72154856| RMSE:0.9121381
Iter:41| NaN num = 0
MAE:0.721544| RMSE:0.91213316
Iter:42| NaN num = 0
MAE:0.7215398| RMSE:0.91212827
Iter:43| NaN num = 0
MAE:0.7215365| RMSE:0.9121238
Iter:44| NaN num = 0
MAE:0.72153324| RMSE:0.91211957
Iter:45| NaN num = 0
MAE:0.721531| RMSE:0.91211563
Iter:46| NaN num = 0
MAE:0.7215282| RMSE:0.9121123
Iter:47| NaN num = 0
MAE:0.72152567| RMSE:0.91210926
Iter:48| NaN num = 0
MAE:0.7215234| RMSE:0.9121069
Iter:49| NaN num = 0
MAE:0.7215204| RMSE:0.9121046
Iter:50| NaN num = 0
MAE:0.7215187| RMSE:0.9121021
Iter:51| NaN num = 0
MAE:0.72151744| RMSE:0.9120999
Iter:52| NaN num = 0
MAE:0.72151613| RMSE:0.9120984
Iter:53| NaN num = 0
MAE:0.7215149| RMSE:0.9120971
Iter:54| NaN num = 0
MAE:0.7215137| RMSE:0.9120956
Iter:55| NaN num = 0
MAE:0.7215125| RMSE:0.91209424
Iter:56| NaN num = 0
MAE:0.7215116| RMSE:0.9120928
Iter:57| NaN num = 0
MAE:0.7215108| RMSE:0.9120916
Iter:58| NaN num = 0
MAE:0.7215098| RMSE:0.91209036
Iter:59| NaN num = 0
MAE:0.72150874| RMSE:0.9120895
Iter:60| NaN num = 0
MAE:0.7215086| RMSE:0.9120889
Iter:61| NaN num = 0
MAE:0.7215079| RMSE:0.91208833
Iter:62| NaN num = 0
MAE:0.7215076| RMSE:0.9120875
Iter:63| NaN num = 0
MAE:0.721507| RMSE:0.91208714
Iter:64| NaN num = 0
MAE:0.7215068| RMSE:0.9120866
Iter:65| NaN num = 0
MAE:0.72150636| RMSE:0.9120861
Iter:66| NaN num = 0
MAE:0.7215061| RMSE:0.9120857
Iter:67| NaN num = 0
MAE:0.72150576| RMSE:0.91208524
Iter:68| NaN num = 0
MAE:0.72150564| RMSE:0.9120849
Iter:69| NaN num = 0
MAE:0.72150534| RMSE:0.9120846
Iter:70| NaN num = 0
MAE:0.72150534| RMSE:0.9120844
Iter:71| NaN num = 0
MAE:0.7215051| RMSE:0.91208416
Iter:72| NaN num = 0
MAE:0.721505| RMSE:0.91208386
Iter:73| NaN num = 0
MAE:0.72150505| RMSE:0.91208357
Iter:74| NaN num = 0
MAE:0.7215048| RMSE:0.91208345
Iter:75| NaN num = 0
MAE:0.7215046| RMSE:0.9120833
Iter:76| NaN num = 0
MAE:0.7215046| RMSE:0.9120831
Iter:77| NaN num = 0
MAE:0.72150445| RMSE:0.91208297
Iter:78| NaN num = 0
MAE:0.7215045| RMSE:0.9120829
Iter:79| NaN num = 0
MAE:0.72150445| RMSE:0.91208285
Iter:80| NaN num = 0
MAE:0.72150433| RMSE:0.91208285
Iter:81| NaN num = 0
MAE:0.7215043| RMSE:0.9120828
Iter:82| NaN num = 0
MAE:0.7215041| RMSE:0.91208273
Iter:83| NaN num = 0
MAE:0.7215042| RMSE:0.9120827
Iter:84| NaN num = 0
MAE:0.72150403| RMSE:0.91208255
Iter:85| NaN num = 0
MAE:0.7215042| RMSE:0.9120825
Iter:86| NaN num = 0
MAE:0.72150403| RMSE:0.91208255
Iter:87| NaN num = 0
MAE:0.7215041| RMSE:0.91208243
Iter:88| NaN num = 0
MAE:0.7215038| RMSE:0.91208243
Iter:89| NaN num = 0
MAE:0.72150373| RMSE:0.9120823
Iter:90| NaN num = 0
MAE:0.721504| RMSE:0.9120823
Iter:91| NaN num = 0
MAE:0.7215038| RMSE:0.9120823
Iter:92| NaN num = 0
MAE:0.7215038| RMSE:0.91208225
Iter:93| NaN num = 0
MAE:0.7215038| RMSE:0.91208225
Iter:94| NaN num = 0
MAE:0.7215038| RMSE:0.9120822
Iter:95| NaN num = 0
MAE:0.7215038| RMSE:0.91208214
Iter:96| NaN num = 0
MAE:0.7215038| RMSE:0.91208214
Iter:97| NaN num = 0
MAE:0.7215036| RMSE:0.91208214
Iter:98| NaN num = 0
MAE:0.7215036| RMSE:0.912082
Iter:99| NaN num = 0
MAE:0.7215036| RMSE:0.912082
NaN num = 0
MAE:0.7215038| RMSE:0.912082
