d: 20
alpha_u: 0.01
alpha_v: 0.01
gamma: 0.8
fnTrainingData: ../ML100K/generality/copy4.train
fnTestData: ../ML100K/generality/copy4.test
fnOutputData: ./testResult/FPMF_0.001_0_100K_copy_4.txt
MinRating: 1.0
MaxRating: 5.0
n: 943
m: 1682
num_iterations: 100
Iter:0| NaN num = 0
MAE:2.5244| RMSE:2.7652848
Iter:1| NaN num = 0
MAE:2.5244| RMSE:2.7652848
Iter:2| NaN num = 0
MAE:2.5244| RMSE:2.7652848
Iter:3| NaN num = 0
MAE:2.5244| RMSE:2.7652848
Iter:4| NaN num = 0
MAE:2.5244| RMSE:2.7652848
Iter:5| NaN num = 0
MAE:2.5244| RMSE:2.7652848
Iter:6| NaN num = 0
MAE:2.5244| RMSE:2.7652848
Iter:7| NaN num = 0
MAE:2.3316429| RMSE:2.5549302
Iter:8| NaN num = 0
MAE:0.8780542| RMSE:1.1518435
Iter:9| NaN num = 0
MAE:1.3651414| RMSE:1.600545
Iter:10| NaN num = 0
MAE:0.9176365| RMSE:1.2006645
Iter:11| NaN num = 0
MAE:1.1696681| RMSE:1.3647724
Iter:12| NaN num = 0
MAE:0.7922393| RMSE:1.0393225
Iter:13| NaN num = 0
MAE:0.8245457| RMSE:1.0065054
Iter:14| NaN num = 0
MAE:0.7401816| RMSE:0.9494642
Iter:15| NaN num = 0
MAE:0.7479472| RMSE:0.9425058
Iter:16| NaN num = 0
MAE:0.74225485| RMSE:0.9408632
Iter:17| NaN num = 0
MAE:0.7427994| RMSE:0.9406714
Iter:18| NaN num = 0
MAE:0.7425913| RMSE:0.94047546
Iter:19| NaN num = 0
MAE:0.74243826| RMSE:0.9402998
Iter:20| NaN num = 0
MAE:0.7423004| RMSE:0.94013715
Iter:21| NaN num = 0
MAE:0.74217653| RMSE:0.93998444
Iter:22| NaN num = 0
MAE:0.7420597| RMSE:0.93984497
Iter:23| NaN num = 0
MAE:0.7419566| RMSE:0.93971556
