d: 20
alpha_u: 0.01
alpha_v: 0.01
gamma: 0.8
fnTrainingData: ../ML1M/generality/copy4.train
fnTestData: ../ML1M/generality/copy4.test
fnOutputData: ./testResult/FPMF_0.001_2_1M_copy_4.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
num_iterations: 100
Iter:0| NaN num = 0
MAE:2.5821278| RMSE:2.813787
Iter:1| NaN num = 0
MAE:2.5821278| RMSE:2.813787
Iter:2| NaN num = 0
MAE:2.5821278| RMSE:2.813787
Iter:3| NaN num = 0
MAE:2.5821278| RMSE:2.813787
Iter:4| NaN num = 0
MAE:2.5821278| RMSE:2.813787
Iter:5| NaN num = 0
MAE:2.5821278| RMSE:2.813787
Iter:6| NaN num = 0
MAE:2.5821278| RMSE:2.813787
Iter:7| NaN num = 0
MAE:2.5821269| RMSE:2.813786
Iter:8| NaN num = 0
MAE:1.356409| RMSE:1.5709152
Iter:9| NaN num = 0
MAE:0.99837816| RMSE:1.298826
Iter:10| NaN num = 0
MAE:1.7068906| RMSE:1.9199724
Iter:11| NaN num = 0
MAE:0.8077746| RMSE:1.0623686
Iter:12| NaN num = 0
MAE:0.91081256| RMSE:1.0888907
Iter:13| NaN num = 0
MAE:0.7306308| RMSE:0.949596
Iter:14| NaN num = 0
MAE:0.748428| RMSE:0.9289132
Iter:15| NaN num = 0
MAE:0.7186305| RMSE:0.91341096
Iter:16| NaN num = 0
MAE:0.723081| RMSE:0.91289675
Iter:17| NaN num = 0
MAE:0.7218633| RMSE:0.9126316
Iter:18| NaN num = 0
MAE:0.7219206| RMSE:0.9126026
Iter:19| NaN num = 0
MAE:0.72189105| RMSE:0.9125634
Iter:20| NaN num = 0
MAE:0.7218601| RMSE:0.9125273
Iter:21| NaN num = 0
MAE:0.7218309| RMSE:0.9124932
Iter:22| NaN num = 0
MAE:0.7218054| RMSE:0.91246307
Iter:23| NaN num = 0
MAE:0.72178274| RMSE:0.9124371
Iter:24| NaN num = 0
MAE:0.7217602| RMSE:0.91241187
Iter:25| NaN num = 0
MAE:0.72174126| RMSE:0.91238874
Iter:26| NaN num = 0
MAE:0.72172666| RMSE:0.912367
Iter:27| NaN num = 0
MAE:0.72171444| RMSE:0.9123493
Iter:28| NaN num = 0
MAE:0.72170264| RMSE:0.9123308
Iter:29| NaN num = 0
MAE:0.7216892| RMSE:0.91231626
Iter:30| NaN num = 0
MAE:0.7216774| RMSE:0.9123012
Iter:31| NaN num = 0
MAE:0.7216638| RMSE:0.91228676
Iter:32| NaN num = 0
MAE:0.7216542| RMSE:0.91227484
Iter:33| NaN num = 0
MAE:0.721645| RMSE:0.91226333
Iter:34| NaN num = 0
MAE:0.7216364| RMSE:0.91225356
Iter:35| NaN num = 0
MAE:0.7216304| RMSE:0.9122447
Iter:36| NaN num = 0
MAE:0.7216235| RMSE:0.9122369
Iter:37| NaN num = 0
MAE:0.72161734| RMSE:0.9122291
Iter:38| NaN num = 0
MAE:0.7216119| RMSE:0.91222125
Iter:39| NaN num = 0
MAE:0.72160697| RMSE:0.91221523
Iter:40| NaN num = 0
MAE:0.7216025| RMSE:0.9122105
Iter:41| NaN num = 0
MAE:0.72159857| RMSE:0.91220415
Iter:42| NaN num = 0
MAE:0.72159564| RMSE:0.9121983
Iter:43| NaN num = 0
MAE:0.72159207| RMSE:0.9121941
Iter:44| NaN num = 0
MAE:0.72158855| RMSE:0.9121905
Iter:45| NaN num = 0
MAE:0.72158605| RMSE:0.9121871
Iter:46| NaN num = 0
MAE:0.7215825| RMSE:0.9121839
Iter:47| NaN num = 0
MAE:0.72157997| RMSE:0.91218096
Iter:48| NaN num = 0
MAE:0.7215782| RMSE:0.91217864
Iter:49| NaN num = 0
MAE:0.7215762| RMSE:0.9121759
Iter:50| NaN num = 0
MAE:0.721574| RMSE:0.9121743
Iter:51| NaN num = 0
MAE:0.7215733| RMSE:0.91217196
Iter:52| NaN num = 0
MAE:0.72157145| RMSE:0.9121697
Iter:53| NaN num = 0
MAE:0.72157| RMSE:0.9121678
Iter:54| NaN num = 0
MAE:0.72156894| RMSE:0.9121661
Iter:55| NaN num = 0
MAE:0.721568| RMSE:0.912165
Iter:56| NaN num = 0
MAE:0.72156715| RMSE:0.91216403
Iter:57| NaN num = 0
MAE:0.72156674| RMSE:0.91216296
Iter:58| NaN num = 0
MAE:0.721566| RMSE:0.912162
Iter:59| NaN num = 0
MAE:0.7215651| RMSE:0.91216105
Iter:60| NaN num = 0
MAE:0.7215645| RMSE:0.91216034
Iter:61| NaN num = 0
MAE:0.7215642| RMSE:0.91215986
Iter:62| NaN num = 0
MAE:0.721564| RMSE:0.9121595
Iter:63| NaN num = 0
MAE:0.7215636| RMSE:0.912159
Iter:64| NaN num = 0
MAE:0.72156334| RMSE:0.91215825
Iter:65| NaN num = 0
MAE:0.7215631| RMSE:0.9121578
Iter:66| NaN num = 0
MAE:0.72156286| RMSE:0.9121574
Iter:67| NaN num = 0
MAE:0.7215625| RMSE:0.9121572
Iter:68| NaN num = 0
MAE:0.7215621| RMSE:0.912157
Iter:69| NaN num = 0
MAE:0.7215616| RMSE:0.9121566
Iter:70| NaN num = 0
MAE:0.7215614| RMSE:0.9121563
Iter:71| NaN num = 0
MAE:0.72156113| RMSE:0.9121561
Iter:72| NaN num = 0
MAE:0.7215609| RMSE:0.9121559
Iter:73| NaN num = 0
MAE:0.72156066| RMSE:0.91215587
Iter:74| NaN num = 0
MAE:0.72156066| RMSE:0.9121555
Iter:75| NaN num = 0
MAE:0.7215605| RMSE:0.91215545
Iter:76| NaN num = 0
MAE:0.7215604| RMSE:0.9121553
Iter:77| NaN num = 0
MAE:0.72156036| RMSE:0.9121552
Iter:78| NaN num = 0
MAE:0.7215602| RMSE:0.91215515
Iter:79| NaN num = 0
MAE:0.7215602| RMSE:0.9121551
Iter:80| NaN num = 0
MAE:0.72156006| RMSE:0.91215503
Iter:81| NaN num = 0
MAE:0.7215598| RMSE:0.9121548
Iter:82| NaN num = 0
MAE:0.7215599| RMSE:0.91215473
Iter:83| NaN num = 0
MAE:0.7215597| RMSE:0.9121547
Iter:84| NaN num = 0
MAE:0.72155964| RMSE:0.9121546
Iter:85| NaN num = 0
MAE:0.72155964| RMSE:0.9121547
Iter:86| NaN num = 0
MAE:0.7215596| RMSE:0.9121547
Iter:87| NaN num = 0
MAE:0.7215597| RMSE:0.9121547
Iter:88| NaN num = 0
MAE:0.72155964| RMSE:0.9121545
Iter:89| NaN num = 0
MAE:0.7215594| RMSE:0.91215444
Iter:90| NaN num = 0
MAE:0.72155946| RMSE:0.91215456
Iter:91| NaN num = 0
MAE:0.72155946| RMSE:0.91215456
Iter:92| NaN num = 0
MAE:0.72155964| RMSE:0.9121546
Iter:93| NaN num = 0
MAE:0.72155946| RMSE:0.91215456
Iter:94| NaN num = 0
MAE:0.7215594| RMSE:0.9121545
Iter:95| NaN num = 0
MAE:0.72155946| RMSE:0.9121545
Iter:96| NaN num = 0
MAE:0.7215594| RMSE:0.9121545
Iter:97| NaN num = 0
MAE:0.72155935| RMSE:0.91215456
Iter:98| NaN num = 0
MAE:0.7215594| RMSE:0.9121545
Iter:99| NaN num = 0
MAE:0.7215594| RMSE:0.9121544
NaN num = 0
MAE:0.7215594| RMSE:0.9121545
