d: 20
alpha_u: 0.01
alpha_v: 0.01
gamma: 0.8
fnTrainingData: ../ML1M/generality/copy5.train
fnTestData: ../ML1M/generality/copy5.test
fnOutputData: ./testResult/FPMF_0.001_1_1M_copy_5.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
num_iterations: 100
Iter:0| NaN num = 0
MAE:2.581193| RMSE:2.8127556
Iter:1| NaN num = 0
MAE:2.581193| RMSE:2.8127556
Iter:2| NaN num = 0
MAE:2.581193| RMSE:2.8127556
Iter:3| NaN num = 0
MAE:2.581193| RMSE:2.8127556
Iter:4| NaN num = 0
MAE:2.581193| RMSE:2.8127556
Iter:5| NaN num = 0
MAE:2.581193| RMSE:2.8127556
Iter:6| NaN num = 0
MAE:2.581193| RMSE:2.8127556
Iter:7| NaN num = 0
MAE:2.5811613| RMSE:2.8127124
Iter:8| NaN num = 0
MAE:1.3289769| RMSE:1.5438007
Iter:9| NaN num = 0
MAE:0.99434626| RMSE:1.294576
Iter:10| NaN num = 0
MAE:1.6741354| RMSE:1.8830353
Iter:11| NaN num = 0
MAE:0.81356645| RMSE:1.072198
Iter:12| NaN num = 0
MAE:0.92343175| RMSE:1.1028398
Iter:13| NaN num = 0
MAE:0.7306369| RMSE:0.95208377
Iter:14| NaN num = 0
MAE:0.7481915| RMSE:0.9293227
Iter:15| NaN num = 0
MAE:0.71748877| RMSE:0.9133966
Iter:16| NaN num = 0
MAE:0.72199684| RMSE:0.9126849
Iter:17| NaN num = 0
MAE:0.72074026| RMSE:0.91240776
Iter:18| NaN num = 0
MAE:0.72076356| RMSE:0.9123465
Iter:19| NaN num = 0
MAE:0.7207075| RMSE:0.9122836
Iter:20| NaN num = 0
MAE:0.72065824| RMSE:0.9122258
Iter:21| NaN num = 0
MAE:0.72061735| RMSE:0.9121705
Iter:22| NaN num = 0
MAE:0.7205773| RMSE:0.9121192
Iter:23| NaN num = 0
MAE:0.7205384| RMSE:0.9120716
Iter:24| NaN num = 0
MAE:0.72050697| RMSE:0.91202873
Iter:25| NaN num = 0
MAE:0.7204759| RMSE:0.9119887
Iter:26| NaN num = 0
MAE:0.7204484| RMSE:0.91194934
Iter:27| NaN num = 0
MAE:0.72042334| RMSE:0.9119152
Iter:28| NaN num = 0
MAE:0.72039783| RMSE:0.91188514
Iter:29| NaN num = 0
MAE:0.7203745| RMSE:0.9118553
Iter:30| NaN num = 0
MAE:0.7203521| RMSE:0.91183007
Iter:31| NaN num = 0
MAE:0.7203325| RMSE:0.9118055
Iter:32| NaN num = 0
MAE:0.72031355| RMSE:0.91178304
Iter:33| NaN num = 0
MAE:0.7202993| RMSE:0.9117629
Iter:34| NaN num = 0
MAE:0.7202847| RMSE:0.91174537
Iter:35| NaN num = 0
MAE:0.7202727| RMSE:0.9117299
Iter:36| NaN num = 0
MAE:0.7202606| RMSE:0.9117158
Iter:37| NaN num = 0
MAE:0.7202488| RMSE:0.9117021
Iter:38| NaN num = 0
MAE:0.7202396| RMSE:0.911691
Iter:39| NaN num = 0
MAE:0.72023135| RMSE:0.91167986
Iter:40| NaN num = 0
MAE:0.72022355| RMSE:0.9116709
Iter:41| NaN num = 0
MAE:0.7202165| RMSE:0.911663
Iter:42| NaN num = 0
MAE:0.7202098| RMSE:0.9116557
Iter:43| NaN num = 0
MAE:0.72020435| RMSE:0.91164726
Iter:44| NaN num = 0
MAE:0.7201988| RMSE:0.911641
Iter:45| NaN num = 0
MAE:0.7201947| RMSE:0.9116347
Iter:46| NaN num = 0
MAE:0.7201902| RMSE:0.91162926
Iter:47| NaN num = 0
MAE:0.72018665| RMSE:0.9116243
Iter:48| NaN num = 0
MAE:0.7201833| RMSE:0.9116201
Iter:49| NaN num = 0
MAE:0.7201794| RMSE:0.9116164
Iter:50| NaN num = 0
MAE:0.72017705| RMSE:0.91161245
Iter:51| NaN num = 0
MAE:0.72017556| RMSE:0.9116092
Iter:52| NaN num = 0
MAE:0.72017276| RMSE:0.9116054
Iter:53| NaN num = 0
MAE:0.7201705| RMSE:0.91160274
Iter:54| NaN num = 0
MAE:0.7201685| RMSE:0.91160065
Iter:55| NaN num = 0
MAE:0.7201668| RMSE:0.9115983
Iter:56| NaN num = 0
MAE:0.7201655| RMSE:0.9115957
Iter:57| NaN num = 0
MAE:0.7201638| RMSE:0.9115937
Iter:58| NaN num = 0
MAE:0.72016317| RMSE:0.91159225
Iter:59| NaN num = 0
MAE:0.7201622| RMSE:0.91159135
Iter:60| NaN num = 0
MAE:0.7201612| RMSE:0.91158974
Iter:61| NaN num = 0
MAE:0.7201604| RMSE:0.9115888
Iter:62| NaN num = 0
MAE:0.72015953| RMSE:0.9115878
Iter:63| NaN num = 0
MAE:0.7201582| RMSE:0.9115868
Iter:64| NaN num = 0
MAE:0.7201579| RMSE:0.9115861
Iter:65| NaN num = 0
MAE:0.72015727| RMSE:0.9115853
Iter:66| NaN num = 0
MAE:0.72015667| RMSE:0.91158473
Iter:67| NaN num = 0
MAE:0.72015613| RMSE:0.9115846
Iter:68| NaN num = 0
MAE:0.7201558| RMSE:0.9115842
Iter:69| NaN num = 0
MAE:0.7201554| RMSE:0.9115837
Iter:70| NaN num = 0
MAE:0.7201549| RMSE:0.9115832
Iter:71| NaN num = 0
MAE:0.7201545| RMSE:0.91158247
Iter:72| NaN num = 0
MAE:0.72015417| RMSE:0.91158205
Iter:73| NaN num = 0
MAE:0.7201537| RMSE:0.91158175
Iter:74| NaN num = 0
MAE:0.7201533| RMSE:0.9115813
Iter:75| NaN num = 0
MAE:0.7201531| RMSE:0.91158116
Iter:76| NaN num = 0
MAE:0.72015315| RMSE:0.91158104
Iter:77| NaN num = 0
MAE:0.7201531| RMSE:0.91158074
Iter:78| NaN num = 0
MAE:0.7201529| RMSE:0.91158056
Iter:79| NaN num = 0
MAE:0.72015274| RMSE:0.91158056
Iter:80| NaN num = 0
MAE:0.7201525| RMSE:0.91158044
Iter:81| NaN num = 0
MAE:0.72015226| RMSE:0.9115803
Iter:82| NaN num = 0
MAE:0.72015214| RMSE:0.91158015
Iter:83| NaN num = 0
MAE:0.720152| RMSE:0.91158
Iter:84| NaN num = 0
MAE:0.7201519| RMSE:0.91158
Iter:85| NaN num = 0
MAE:0.7201519| RMSE:0.9115799
Iter:86| NaN num = 0
MAE:0.7201519| RMSE:0.91157985
Iter:87| NaN num = 0
MAE:0.72015166| RMSE:0.9115798
Iter:88| NaN num = 0
MAE:0.7201516| RMSE:0.91157967
