d: 20
alpha_u: 0.01
alpha_v: 0.01
gamma: 0.8
fnTrainingData: ../ML100K/generality/copy2.train
fnTestData: ../ML100K/generality/copy2.test
fnOutputData: ./testResult/FPMF_0.001_3_100K_copy_2.txt
MinRating: 1.0
MaxRating: 5.0
n: 943
m: 1682
num_iterations: 100
Iter:0| NaN num = 0
MAE:2.5366| RMSE:2.7709925
Iter:1| NaN num = 0
MAE:2.5366| RMSE:2.7709925
Iter:2| NaN num = 0
MAE:2.5366| RMSE:2.7709925
Iter:3| NaN num = 0
MAE:2.5366| RMSE:2.7709925
Iter:4| NaN num = 0
MAE:2.5366| RMSE:2.7709925
Iter:5| NaN num = 0
MAE:2.5366| RMSE:2.7709925
Iter:6| NaN num = 0
MAE:2.5366| RMSE:2.7709925
Iter:7| NaN num = 0
MAE:2.271509| RMSE:2.486205
Iter:8| NaN num = 0
MAE:0.91586864| RMSE:1.1991968
Iter:9| NaN num = 0
MAE:1.5744615| RMSE:1.8206306
Iter:10| NaN num = 0
MAE:0.9138754| RMSE:1.1916578
Iter:11| NaN num = 0
MAE:1.1351336| RMSE:1.3286334
Iter:12| NaN num = 0
MAE:0.78524816| RMSE:1.0317327
Iter:13| NaN num = 0
MAE:0.8173733| RMSE:1.0030121
Iter:14| NaN num = 0
MAE:0.73379344| RMSE:0.94592744
Iter:15| NaN num = 0
MAE:0.74225664| RMSE:0.94014925
Iter:16| NaN num = 0
MAE:0.736479| RMSE:0.9384298
Iter:17| NaN num = 0
MAE:0.73711085| RMSE:0.9383695
Iter:18| NaN num = 0
MAE:0.73695666| RMSE:0.9382611
Iter:19| NaN num = 0
MAE:0.73685884| RMSE:0.9381662
Iter:20| NaN num = 0
MAE:0.73678| RMSE:0.9380797
Iter:21| NaN num = 0
MAE:0.73670405| RMSE:0.93800324
Iter:22| NaN num = 0
MAE:0.73663527| RMSE:0.93793106
Iter:23| NaN num = 0
MAE:0.73657405| RMSE:0.93786633
Iter:24| NaN num = 0
MAE:0.73651797| RMSE:0.9378075
Iter:25| NaN num = 0
MAE:0.73646957| RMSE:0.9377521
Iter:26| NaN num = 0
MAE:0.7364247| RMSE:0.93770117
Iter:27| NaN num = 0
MAE:0.736383| RMSE:0.9376563
Iter:28| NaN num = 0
MAE:0.7363447| RMSE:0.937616
Iter:29| NaN num = 0
MAE:0.73631185| RMSE:0.9375765
Iter:30| NaN num = 0
MAE:0.7362806| RMSE:0.93754184
Iter:31| NaN num = 0
MAE:0.73625374| RMSE:0.93751025
Iter:32| NaN num = 0
MAE:0.7362285| RMSE:0.9374811
Iter:33| NaN num = 0
MAE:0.736205| RMSE:0.9374551
Iter:34| NaN num = 0
MAE:0.73618644| RMSE:0.93743265
Iter:35| NaN num = 0
MAE:0.7361681| RMSE:0.93741107
Iter:36| NaN num = 0
MAE:0.7361518| RMSE:0.93739206
Iter:37| NaN num = 0
MAE:0.73613656| RMSE:0.937375
Iter:38| NaN num = 0
MAE:0.7361227| RMSE:0.9373595
Iter:39| NaN num = 0
MAE:0.736111| RMSE:0.93734515
Iter:40| NaN num = 0
MAE:0.7360987| RMSE:0.9373331
Iter:41| NaN num = 0
MAE:0.7360886| RMSE:0.93732136
Iter:42| NaN num = 0
MAE:0.73607886| RMSE:0.9373114
Iter:43| NaN num = 0
MAE:0.7360725| RMSE:0.9373012
Iter:44| NaN num = 0
MAE:0.7360645| RMSE:0.93729323
Iter:45| NaN num = 0
MAE:0.7360565| RMSE:0.9372851
Iter:46| NaN num = 0
MAE:0.73604995| RMSE:0.93727773
Iter:47| NaN num = 0
MAE:0.7360431| RMSE:0.9372713
Iter:48| NaN num = 0
MAE:0.736038| RMSE:0.937266
Iter:49| NaN num = 0
MAE:0.73603356| RMSE:0.9372611
Iter:50| NaN num = 0
MAE:0.7360298| RMSE:0.93725646
Iter:51| NaN num = 0
MAE:0.7360262| RMSE:0.93725276
Iter:52| NaN num = 0
MAE:0.7360227| RMSE:0.93724746
Iter:53| NaN num = 0
MAE:0.73601955| RMSE:0.93724436
Iter:54| NaN num = 0
MAE:0.7360176| RMSE:0.9372426
Iter:55| NaN num = 0
MAE:0.7360139| RMSE:0.93723977
Iter:56| NaN num = 0
MAE:0.73601174| RMSE:0.93723756
Iter:57| NaN num = 0
MAE:0.73600966| RMSE:0.93723595
Iter:58| NaN num = 0
MAE:0.73600805| RMSE:0.93723357
Iter:59| NaN num = 0
MAE:0.7360077| RMSE:0.93723196
Iter:60| NaN num = 0
MAE:0.7360065| RMSE:0.93722993
Iter:61| NaN num = 0
MAE:0.7360052| RMSE:0.937229
Iter:62| NaN num = 0
MAE:0.73600453| RMSE:0.93722796
Iter:63| NaN num = 0
MAE:0.7360043| RMSE:0.9372269
Iter:64| NaN num = 0
MAE:0.73600346| RMSE:0.9372257
Iter:65| NaN num = 0
MAE:0.7360025| RMSE:0.9372247
Iter:66| NaN num = 0
MAE:0.73600173| RMSE:0.9372231
Iter:67| NaN num = 0
MAE:0.7360005| RMSE:0.9372223
Iter:68| NaN num = 0
MAE:0.7360001| RMSE:0.9372216
Iter:69| NaN num = 0
MAE:0.73599976| RMSE:0.9372209
Iter:70| NaN num = 0
MAE:0.7359991| RMSE:0.9372202
Iter:71| NaN num = 0
MAE:0.73599905| RMSE:0.9372199
Iter:72| NaN num = 0
MAE:0.73599875| RMSE:0.9372191
Iter:73| NaN num = 0
MAE:0.7359982| RMSE:0.9372189
Iter:74| NaN num = 0
MAE:0.7359977| RMSE:0.9372182
Iter:75| NaN num = 0
MAE:0.735997| RMSE:0.937218
Iter:76| NaN num = 0
MAE:0.7359965| RMSE:0.9372177
Iter:77| NaN num = 0
MAE:0.7359965| RMSE:0.9372177
Iter:78| NaN num = 0
MAE:0.7359965| RMSE:0.9372176
Iter:79| NaN num = 0
MAE:0.7359965| RMSE:0.9372172
Iter:80| NaN num = 0
MAE:0.7359962| RMSE:0.9372171
Iter:81| NaN num = 0
MAE:0.7359961| RMSE:0.93721706
Iter:82| NaN num = 0
MAE:0.73599607| RMSE:0.93721694
Iter:83| NaN num = 0
MAE:0.7359958| RMSE:0.9372169
Iter:84| NaN num = 0
MAE:0.73599553| RMSE:0.93721664
Iter:85| NaN num = 0
MAE:0.7359956| RMSE:0.9372166
Iter:86| NaN num = 0
MAE:0.7359956| RMSE:0.9372166
Iter:87| NaN num = 0
MAE:0.7359958| RMSE:0.9372164
Iter:88| NaN num = 0
MAE:0.73599553| RMSE:0.9372162
Iter:89| NaN num = 0
MAE:0.73599553| RMSE:0.9372163
Iter:90| NaN num = 0
MAE:0.73599535| RMSE:0.9372164
Iter:91| NaN num = 0
MAE:0.7359953| RMSE:0.93721634
Iter:92| NaN num = 0
MAE:0.7359954| RMSE:0.9372163
Iter:93| NaN num = 0
MAE:0.7359954| RMSE:0.9372163
Iter:94| NaN num = 0
MAE:0.7359955| RMSE:0.9372163
Iter:95| NaN num = 0
MAE:0.73599535| RMSE:0.9372163
Iter:96| NaN num = 0
MAE:0.7359955| RMSE:0.93721616
Iter:97| NaN num = 0
MAE:0.73599553| RMSE:0.9372161
Iter:98| NaN num = 0
MAE:0.73599553| RMSE:0.9372161
Iter:99| NaN num = 0
MAE:0.73599565| RMSE:0.93721604
NaN num = 0
MAE:0.73599565| RMSE:0.937216
