d: 20
alpha_u: 0.01
alpha_v: 0.01
gamma: 0.8
fnTrainingData: ../ML100K/generality/copy5.train
fnTestData: ../ML100K/generality/copy5.test
fnOutputData: ./testResult/FPMF_0.001_1_100K_copy_5.txt
MinRating: 1.0
MaxRating: 5.0
n: 943
m: 1682
num_iterations: 100
Iter:0| NaN num = 0
MAE:2.53195| RMSE:2.7700632
Iter:1| NaN num = 0
MAE:2.53195| RMSE:2.7700632
Iter:2| NaN num = 0
MAE:2.53195| RMSE:2.7700632
Iter:3| NaN num = 0
MAE:2.53195| RMSE:2.7700632
Iter:4| NaN num = 0
MAE:2.53195| RMSE:2.7700632
Iter:5| NaN num = 0
MAE:2.53195| RMSE:2.7700632
Iter:6| NaN num = 0
MAE:2.53195| RMSE:2.7700632
Iter:7| NaN num = 0
MAE:1.8757162| RMSE:2.0925395
Iter:8| NaN num = 0
MAE:1.0897559| RMSE:1.4019303
Iter:9| NaN num = 0
MAE:2.249436| RMSE:2.4908848
Iter:10| NaN num = 0
MAE:0.79644895| RMSE:1.0059916
Iter:11| NaN num = 0
MAE:0.76505095| RMSE:0.96337897
Iter:12| NaN num = 0
MAE:0.74341387| RMSE:0.9457415
Iter:13| NaN num = 0
MAE:0.7473208| RMSE:0.94377375
Iter:14| NaN num = 0
MAE:0.74333805| RMSE:0.94264746
Iter:15| NaN num = 0
MAE:0.7444878| RMSE:0.9425458
Iter:16| NaN num = 0
MAE:0.74392116| RMSE:0.94229484
Iter:17| NaN num = 0
MAE:0.7438589| RMSE:0.9421421
Iter:18| NaN num = 0
MAE:0.74372745| RMSE:0.9419942
Iter:19| NaN num = 0
MAE:0.7436163| RMSE:0.9418562
Iter:20| NaN num = 0
MAE:0.7435147| RMSE:0.94173
Iter:21| NaN num = 0
MAE:0.7434228| RMSE:0.9416143
Iter:22| NaN num = 0
MAE:0.74333435| RMSE:0.941507
Iter:23| NaN num = 0
MAE:0.7432576| RMSE:0.94141024
Iter:24| NaN num = 0
MAE:0.74318385| RMSE:0.9413192
Iter:25| NaN num = 0
MAE:0.74311656| RMSE:0.94123685
Iter:26| NaN num = 0
MAE:0.7430552| RMSE:0.9411601
Iter:27| NaN num = 0
MAE:0.7430013| RMSE:0.9410908
Iter:28| NaN num = 0
MAE:0.74294716| RMSE:0.94102603
Iter:29| NaN num = 0
MAE:0.7429022| RMSE:0.9409693
Iter:30| NaN num = 0
MAE:0.74285686| RMSE:0.9409151
Iter:31| NaN num = 0
MAE:0.74281716| RMSE:0.9408668
Iter:32| NaN num = 0
MAE:0.74278194| RMSE:0.9408224
Iter:33| NaN num = 0
MAE:0.74274886| RMSE:0.9407829
Iter:34| NaN num = 0
MAE:0.7427202| RMSE:0.9407481
Iter:35| NaN num = 0
MAE:0.742693| RMSE:0.940715
Iter:36| NaN num = 0
MAE:0.74266875| RMSE:0.94068426
Iter:37| NaN num = 0
MAE:0.74264675| RMSE:0.94065654
Iter:38| NaN num = 0
MAE:0.7426263| RMSE:0.9406322
Iter:39| NaN num = 0
MAE:0.7426092| RMSE:0.9406098
Iter:40| NaN num = 0
MAE:0.7425915| RMSE:0.9405895
Iter:41| NaN num = 0
MAE:0.74257696| RMSE:0.94057125
Iter:42| NaN num = 0
MAE:0.74256396| RMSE:0.9405556
Iter:43| NaN num = 0
MAE:0.7425523| RMSE:0.94053954
Iter:44| NaN num = 0
MAE:0.74254113| RMSE:0.9405274
Iter:45| NaN num = 0
MAE:0.7425304| RMSE:0.9405154
Iter:46| NaN num = 0
MAE:0.7425218| RMSE:0.9405045
Iter:47| NaN num = 0
MAE:0.7425139| RMSE:0.9404939
Iter:48| NaN num = 0
MAE:0.74250656| RMSE:0.94048566
Iter:49| NaN num = 0
MAE:0.74249965| RMSE:0.9404781
Iter:50| NaN num = 0
MAE:0.7424942| RMSE:0.94047093
Iter:51| NaN num = 0
MAE:0.74248743| RMSE:0.94046426
Iter:52| NaN num = 0
MAE:0.7424829| RMSE:0.94045866
Iter:53| NaN num = 0
MAE:0.74247897| RMSE:0.94045335
Iter:54| NaN num = 0
MAE:0.74247605| RMSE:0.9404486
Iter:55| NaN num = 0
MAE:0.74247175| RMSE:0.9404445
Iter:56| NaN num = 0
MAE:0.7424691| RMSE:0.9404409
Iter:57| NaN num = 0
MAE:0.7424664| RMSE:0.94043756
Iter:58| NaN num = 0
MAE:0.7424645| RMSE:0.94043446
Iter:59| NaN num = 0
MAE:0.74246275| RMSE:0.94043195
Iter:60| NaN num = 0
MAE:0.74246067| RMSE:0.94042957
Iter:61| NaN num = 0
MAE:0.7424585| RMSE:0.940427
Iter:62| NaN num = 0
MAE:0.7424576| RMSE:0.94042456
Iter:63| NaN num = 0
MAE:0.7424565| RMSE:0.9404229
Iter:64| NaN num = 0
MAE:0.7424555| RMSE:0.94042134
Iter:65| NaN num = 0
MAE:0.74245477| RMSE:0.9404199
Iter:66| NaN num = 0
MAE:0.74245393| RMSE:0.9404181
Iter:67| NaN num = 0
MAE:0.7424536| RMSE:0.94041663
Iter:68| NaN num = 0
MAE:0.7424524| RMSE:0.940416
Iter:69| NaN num = 0
MAE:0.7424513| RMSE:0.9404148
Iter:70| NaN num = 0
MAE:0.74245065| RMSE:0.94041383
Iter:71| NaN num = 0
MAE:0.7424501| RMSE:0.9404129
Iter:72| NaN num = 0
MAE:0.74244976| RMSE:0.94041187
Iter:73| NaN num = 0
MAE:0.74244905| RMSE:0.9404112
Iter:74| NaN num = 0
MAE:0.7424488| RMSE:0.9404106
Iter:75| NaN num = 0
MAE:0.7424485| RMSE:0.94040996
Iter:76| NaN num = 0
MAE:0.7424483| RMSE:0.9404094
Iter:77| NaN num = 0
MAE:0.742448| RMSE:0.94040895
Iter:78| NaN num = 0
MAE:0.74244785| RMSE:0.9404083
Iter:79| NaN num = 0
MAE:0.7424476| RMSE:0.9404079
Iter:80| NaN num = 0
MAE:0.7424473| RMSE:0.9404076
Iter:81| NaN num = 0
MAE:0.74244696| RMSE:0.9404074
Iter:82| NaN num = 0
MAE:0.7424465| RMSE:0.94040704
Iter:83| NaN num = 0
MAE:0.74244636| RMSE:0.9404068
Iter:84| NaN num = 0
MAE:0.7424463| RMSE:0.9404065
Iter:85| NaN num = 0
MAE:0.7424462| RMSE:0.9404065
Iter:86| NaN num = 0
MAE:0.74244606| RMSE:0.94040626
Iter:87| NaN num = 0
MAE:0.74244577| RMSE:0.94040626
Iter:88| NaN num = 0
MAE:0.7424457| RMSE:0.9404061
Iter:89| NaN num = 0
MAE:0.7424455| RMSE:0.94040585
Iter:90| NaN num = 0
MAE:0.7424454| RMSE:0.9404058
Iter:91| NaN num = 0
MAE:0.7424453| RMSE:0.94040567
Iter:92| NaN num = 0
MAE:0.7424453| RMSE:0.9404056
Iter:93| NaN num = 0
MAE:0.74244523| RMSE:0.9404054
Iter:94| NaN num = 0
MAE:0.7424451| RMSE:0.94040537
Iter:95| NaN num = 0
MAE:0.74244523| RMSE:0.94040537
Iter:96| NaN num = 0
MAE:0.74244523| RMSE:0.9404052
Iter:97| NaN num = 0
MAE:0.7424454| RMSE:0.9404052
Iter:98| NaN num = 0
MAE:0.74244523| RMSE:0.94040525
Iter:99| NaN num = 0
MAE:0.74244523| RMSE:0.9404051
NaN num = 0
MAE:0.7424453| RMSE:0.940405
