d: 20
alpha_u: 0.01
alpha_v: 0.01
gamma: 0.8
fnTrainingData: ../ML100K/generality/copy5.train
fnTestData: ../ML100K/generality/copy5.test
fnOutputData: ./testResult/FPMF_0.001_2_100K_copy_5.txt
MinRating: 1.0
MaxRating: 5.0
n: 943
m: 1682
num_iterations: 100
Iter:0| NaN num = 0
MAE:2.53195| RMSE:2.7700632
Iter:1| NaN num = 0
MAE:2.53195| RMSE:2.7700632
Iter:2| NaN num = 0
MAE:2.53195| RMSE:2.7700632
Iter:3| NaN num = 0
MAE:2.53195| RMSE:2.7700632
Iter:4| NaN num = 0
MAE:2.53195| RMSE:2.7700632
Iter:5| NaN num = 0
MAE:2.53195| RMSE:2.7700632
Iter:6| NaN num = 0
MAE:2.53195| RMSE:2.7700632
Iter:7| NaN num = 0
MAE:2.4141834| RMSE:2.6385677
Iter:8| NaN num = 0
MAE:0.8248054| RMSE:1.0794894
Iter:9| NaN num = 0
MAE:1.1076038| RMSE:1.3209821
Iter:10| NaN num = 0
MAE:0.87739915| RMSE:1.1518983
Iter:11| NaN num = 0
MAE:1.1082271| RMSE:1.3038925
Iter:12| NaN num = 0
MAE:0.7881765| RMSE:1.0326774
Iter:13| NaN num = 0
MAE:0.82214963| RMSE:1.0054201
Iter:14| NaN num = 0
MAE:0.7401783| RMSE:0.949085
Iter:15| NaN num = 0
MAE:0.74878186| RMSE:0.94376963
Iter:16| NaN num = 0
MAE:0.7430902| RMSE:0.94180405
Iter:17| NaN num = 0
MAE:0.74366784| RMSE:0.94169885
Iter:18| NaN num = 0
MAE:0.7434752| RMSE:0.9415206
Iter:19| NaN num = 0
MAE:0.7433493| RMSE:0.9413638
Iter:20| NaN num = 0
MAE:0.74323267| RMSE:0.9412189
Iter:21| NaN num = 0
MAE:0.7431293| RMSE:0.9410851
Iter:22| NaN num = 0
MAE:0.7430295| RMSE:0.9409606
Iter:23| NaN num = 0
MAE:0.74293953| RMSE:0.94084406
Iter:24| NaN num = 0
MAE:0.7428552| RMSE:0.9407398
Iter:25| NaN num = 0
MAE:0.7427805| RMSE:0.9406417
Iter:26| NaN num = 0
MAE:0.74270785| RMSE:0.94055474
Iter:27| NaN num = 0
MAE:0.7426463| RMSE:0.94047356
Iter:28| NaN num = 0
MAE:0.7425872| RMSE:0.94039977
Iter:29| NaN num = 0
MAE:0.7425298| RMSE:0.94033337
Iter:30| NaN num = 0
MAE:0.74248004| RMSE:0.94027114
Iter:31| NaN num = 0
MAE:0.7424376| RMSE:0.9402134
Iter:32| NaN num = 0
MAE:0.74239653| RMSE:0.94016206
Iter:33| NaN num = 0
MAE:0.7423585| RMSE:0.94011545
Iter:34| NaN num = 0
MAE:0.74232626| RMSE:0.9400727
Iter:35| NaN num = 0
MAE:0.7422945| RMSE:0.9400336
Iter:36| NaN num = 0
MAE:0.74226564| RMSE:0.93999887
Iter:37| NaN num = 0
MAE:0.7422439| RMSE:0.939967
Iter:38| NaN num = 0
MAE:0.74221945| RMSE:0.9399393
Iter:39| NaN num = 0
MAE:0.742199| RMSE:0.939914
Iter:40| NaN num = 0
MAE:0.7421811| RMSE:0.9398899
Iter:41| NaN num = 0
MAE:0.7421631| RMSE:0.939871
Iter:42| NaN num = 0
MAE:0.7421466| RMSE:0.93985176
Iter:43| NaN num = 0
MAE:0.7421336| RMSE:0.9398325
Iter:44| NaN num = 0
MAE:0.74212074| RMSE:0.93981665
Iter:45| NaN num = 0
MAE:0.7421095| RMSE:0.93980324
Iter:46| NaN num = 0
MAE:0.7421004| RMSE:0.9397899
Iter:47| NaN num = 0
MAE:0.7420903| RMSE:0.9397797
Iter:48| NaN num = 0
MAE:0.7420818| RMSE:0.93976897
Iter:49| NaN num = 0
MAE:0.7420745| RMSE:0.9397597
Iter:50| NaN num = 0
MAE:0.74206793| RMSE:0.9397513
Iter:51| NaN num = 0
MAE:0.74206126| RMSE:0.93974316
Iter:52| NaN num = 0
MAE:0.7420564| RMSE:0.93973744
Iter:53| NaN num = 0
MAE:0.74205226| RMSE:0.9397314
Iter:54| NaN num = 0
MAE:0.74204767| RMSE:0.93972576
Iter:55| NaN num = 0
MAE:0.7420432| RMSE:0.93972033
Iter:56| NaN num = 0
MAE:0.74203974| RMSE:0.9397157
Iter:57| NaN num = 0
MAE:0.74203706| RMSE:0.9397115
Iter:58| NaN num = 0
MAE:0.74203354| RMSE:0.9397076
Iter:59| NaN num = 0
MAE:0.74203074| RMSE:0.9397044
Iter:60| NaN num = 0
MAE:0.7420281| RMSE:0.9397022
Iter:61| NaN num = 0
MAE:0.7420262| RMSE:0.9397
Iter:62| NaN num = 0
MAE:0.74202365| RMSE:0.9396971
Iter:63| NaN num = 0
MAE:0.74202126| RMSE:0.9396954
Iter:64| NaN num = 0
MAE:0.7420196| RMSE:0.93969315
Iter:65| NaN num = 0
MAE:0.7420183| RMSE:0.93969125
Iter:66| NaN num = 0
MAE:0.74201673| RMSE:0.9396896
Iter:67| NaN num = 0
MAE:0.74201626| RMSE:0.9396881
Iter:68| NaN num = 0
MAE:0.7420155| RMSE:0.93968654
Iter:69| NaN num = 0
MAE:0.7420145| RMSE:0.93968546
Iter:70| NaN num = 0
MAE:0.74201405| RMSE:0.9396845
Iter:71| NaN num = 0
MAE:0.74201345| RMSE:0.93968356
Iter:72| NaN num = 0
MAE:0.7420124| RMSE:0.9396828
Iter:73| NaN num = 0
MAE:0.74201167| RMSE:0.93968207
Iter:74| NaN num = 0
MAE:0.742011| RMSE:0.9396815
Iter:75| NaN num = 0
MAE:0.74201006| RMSE:0.9396808
Iter:76| NaN num = 0
MAE:0.74200964| RMSE:0.93968034
Iter:77| NaN num = 0
MAE:0.74200904| RMSE:0.9396797
Iter:78| NaN num = 0
MAE:0.7420087| RMSE:0.93967956
Iter:79| NaN num = 0
MAE:0.7420084| RMSE:0.9396792
Iter:80| NaN num = 0
MAE:0.7420082| RMSE:0.9396786
Iter:81| NaN num = 0
MAE:0.74200803| RMSE:0.93967813
Iter:82| NaN num = 0
MAE:0.7420079| RMSE:0.93967783
Iter:83| NaN num = 0
MAE:0.74200773| RMSE:0.93967766
Iter:84| NaN num = 0
MAE:0.74200726| RMSE:0.93967724
Iter:85| NaN num = 0
MAE:0.74200684| RMSE:0.939677
Iter:86| NaN num = 0
MAE:0.7420067| RMSE:0.93967676
Iter:87| NaN num = 0
MAE:0.74200654| RMSE:0.9396766
Iter:88| NaN num = 0
MAE:0.7420064| RMSE:0.93967646
Iter:89| NaN num = 0
MAE:0.74200636| RMSE:0.9396763
Iter:90| NaN num = 0
MAE:0.7420063| RMSE:0.9396762
Iter:91| NaN num = 0
MAE:0.7420061| RMSE:0.9396762
Iter:92| NaN num = 0
MAE:0.74200606| RMSE:0.939676
Iter:93| NaN num = 0
MAE:0.742006| RMSE:0.9396759
Iter:94| NaN num = 0
MAE:0.74200606| RMSE:0.9396758
Iter:95| NaN num = 0
MAE:0.7420059| RMSE:0.9396757
Iter:96| NaN num = 0
MAE:0.7420059| RMSE:0.9396757
Iter:97| NaN num = 0
MAE:0.7420059| RMSE:0.9396755
Iter:98| NaN num = 0
MAE:0.74200577| RMSE:0.9396755
Iter:99| NaN num = 0
MAE:0.7420059| RMSE:0.93967545
NaN num = 0
MAE:0.7420056| RMSE:0.93967545
