d: 20
alpha_u: 0.01
alpha_v: 0.01
gamma: 0.8
fnTrainingData: ../ML100K/generality/copy3.train
fnTestData: ../ML100K/generality/copy3.test
fnOutputData: ./testResult/FPMF_0.001_2_100K_copy_3.txt
MinRating: 1.0
MaxRating: 5.0
n: 943
m: 1682
num_iterations: 100
Iter:0| NaN num = 0
MAE:2.53265| RMSE:2.7731118
Iter:1| NaN num = 0
MAE:2.53265| RMSE:2.7731118
Iter:2| NaN num = 0
MAE:2.53265| RMSE:2.7731118
Iter:3| NaN num = 0
MAE:2.53265| RMSE:2.7731118
Iter:4| NaN num = 0
MAE:2.53265| RMSE:2.7731118
Iter:5| NaN num = 0
MAE:2.53265| RMSE:2.7731118
Iter:6| NaN num = 0
MAE:2.53265| RMSE:2.7731118
Iter:7| NaN num = 0
MAE:2.2850757| RMSE:2.5061486
Iter:8| NaN num = 0
MAE:0.9128051| RMSE:1.1966078
Iter:9| NaN num = 0
MAE:1.518398| RMSE:1.7671596
Iter:10| NaN num = 0
MAE:0.9178395| RMSE:1.1981804
Iter:11| NaN num = 0
MAE:1.1425886| RMSE:1.3359865
Iter:12| NaN num = 0
MAE:0.7936046| RMSE:1.0418112
Iter:13| NaN num = 0
MAE:0.8269623| RMSE:1.0097469
Iter:14| NaN num = 0
MAE:0.7423261| RMSE:0.95360047
Iter:15| NaN num = 0
MAE:0.75149083| RMSE:0.94705635
Iter:16| NaN num = 0
MAE:0.7454784| RMSE:0.9454252
Iter:17| NaN num = 0
MAE:0.7461008| RMSE:0.94526845
Iter:18| NaN num = 0
MAE:0.7459067| RMSE:0.9450994
Iter:19| NaN num = 0
MAE:0.745773| RMSE:0.9449489
Iter:20| NaN num = 0
MAE:0.7456497| RMSE:0.9448083
Iter:21| NaN num = 0
MAE:0.74553823| RMSE:0.9446811
Iter:22| NaN num = 0
MAE:0.7454345| RMSE:0.9445624
Iter:23| NaN num = 0
MAE:0.74534094| RMSE:0.94445306
Iter:24| NaN num = 0
MAE:0.7452516| RMSE:0.9443536
Iter:25| NaN num = 0
MAE:0.7451706| RMSE:0.9442623
Iter:26| NaN num = 0
MAE:0.74509996| RMSE:0.94417775
Iter:27| NaN num = 0
MAE:0.7450313| RMSE:0.94410205
Iter:28| NaN num = 0
MAE:0.7449701| RMSE:0.94403076
Iter:29| NaN num = 0
MAE:0.7449131| RMSE:0.94396764
Iter:30| NaN num = 0
MAE:0.74486285| RMSE:0.9439087
Iter:31| NaN num = 0
MAE:0.7448175| RMSE:0.9438569
Iter:32| NaN num = 0
MAE:0.7447763| RMSE:0.9438081
Iter:33| NaN num = 0
MAE:0.7447379| RMSE:0.9437647
Iter:34| NaN num = 0
MAE:0.744702| RMSE:0.9437246
Iter:35| NaN num = 0
MAE:0.74467325| RMSE:0.94368845
Iter:36| NaN num = 0
MAE:0.7446473| RMSE:0.9436558
Iter:37| NaN num = 0
MAE:0.7446232| RMSE:0.9436261
Iter:38| NaN num = 0
MAE:0.74459827| RMSE:0.94360006
Iter:39| NaN num = 0
MAE:0.74457467| RMSE:0.94357514
Iter:40| NaN num = 0
MAE:0.74455583| RMSE:0.94355494
Iter:41| NaN num = 0
MAE:0.74453914| RMSE:0.9435336
Iter:42| NaN num = 0
MAE:0.7445237| RMSE:0.9435159
Iter:43| NaN num = 0
MAE:0.7445099| RMSE:0.9435007
Iter:44| NaN num = 0
MAE:0.744496| RMSE:0.9434869
Iter:45| NaN num = 0
MAE:0.7444871| RMSE:0.94347495
Iter:46| NaN num = 0
MAE:0.74447775| RMSE:0.943463
Iter:47| NaN num = 0
MAE:0.74446833| RMSE:0.9434524
Iter:48| NaN num = 0
MAE:0.74445945| RMSE:0.9434429
Iter:49| NaN num = 0
MAE:0.7444516| RMSE:0.9434347
Iter:50| NaN num = 0
MAE:0.7444458| RMSE:0.9434275
Iter:51| NaN num = 0
MAE:0.74443907| RMSE:0.9434199
Iter:52| NaN num = 0
MAE:0.74443316| RMSE:0.94341314
Iter:53| NaN num = 0
MAE:0.7444285| RMSE:0.94340616
Iter:54| NaN num = 0
MAE:0.7444232| RMSE:0.94340193
Iter:55| NaN num = 0
MAE:0.7444188| RMSE:0.943397
Iter:56| NaN num = 0
MAE:0.7444149| RMSE:0.9433924
Iter:57| NaN num = 0
MAE:0.7444122| RMSE:0.9433894
Iter:58| NaN num = 0
MAE:0.7444095| RMSE:0.94338614
Iter:59| NaN num = 0
MAE:0.7444069| RMSE:0.943383
Iter:60| NaN num = 0
MAE:0.7444052| RMSE:0.9433793
Iter:61| NaN num = 0
MAE:0.7444028| RMSE:0.9433774
Iter:62| NaN num = 0
MAE:0.74440074| RMSE:0.9433753
Iter:63| NaN num = 0
MAE:0.7443989| RMSE:0.9433736
Iter:64| NaN num = 0
MAE:0.7443979| RMSE:0.9433716
Iter:65| NaN num = 0
MAE:0.74439627| RMSE:0.94337034
Iter:66| NaN num = 0
MAE:0.7443954| RMSE:0.9433691
Iter:67| NaN num = 0
MAE:0.7443933| RMSE:0.9433677
