d: 20
alpha_u: 0.01
alpha_v: 0.01
gamma: 0.8
fnTrainingData: ../ML1M/generality/copy2.train
fnTestData: ../ML1M/generality/copy2.test
fnOutputData: ./testResult/FPMF_0.001_1_1M_copy_2.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
num_iterations: 100
Iter:0| NaN num = 0
MAE:0.7183871| RMSE:0.9087076
Iter:52| NaN num = 0
MAE:0.7183852| RMSE:0.9087057
Iter:53| NaN num = 0
MAE:0.71838367| RMSE:0.90870345
Iter:54| NaN num = 0
MAE:0.7183817| RMSE:0.9087017
Iter:55| NaN num = 0
MAE:0.71838| RMSE:0.90870005
Iter:56| NaN num = 0
MAE:0.7183784| RMSE:0.90869826
Iter:57| NaN num = 0
MAE:0.7183778| RMSE:0.90869683
Iter:58| NaN num = 0
MAE:0.71837646| RMSE:0.9086952
Iter:59| NaN num = 0
MAE:0.7183761| RMSE:0.9086939
Iter:60| NaN num = 0
MAE:0.7183753| RMSE:0.90869266
Iter:61| NaN num = 0
MAE:0.71837455| RMSE:0.90869176
Iter:62| NaN num = 0
MAE:0.71837336| RMSE:0.90869105
Iter:63| NaN num = 0
MAE:0.71837276| RMSE:0.90869033
Iter:64| NaN num = 0
MAE:0.71837187| RMSE:0.90868956
Iter:65| NaN num = 0
MAE:0.71837085| RMSE:0.9086889
Iter:66| NaN num = 0
MAE:0.7183705| RMSE:0.9086884
Iter:67| NaN num = 0
MAE:0.7183701| RMSE:0.9086879
Iter:68| NaN num = 0
MAE:0.7183696| RMSE:0.9086875
Iter:69| NaN num = 0
MAE:0.71836936| RMSE:0.9086868
Iter:70| NaN num = 0
MAE:0.7183693| RMSE:0.90868664
Iter:71| NaN num = 0
MAE:0.7183689| RMSE:0.90868634
Iter:72| NaN num = 0
MAE:0.7183686| RMSE:0.90868616
Iter:73| NaN num = 0
MAE:0.71836853| RMSE:0.9086857
Iter:74| NaN num = 0
MAE:0.7183684| RMSE:0.9086854
Iter:75| NaN num = 0
MAE:0.71836823| RMSE:0.9086851
Iter:76| NaN num = 0
MAE:0.7183679| RMSE:0.9086849
Iter:77| NaN num = 0
MAE:0.7183678| RMSE:0.9086848
Iter:78| NaN num = 0
MAE:0.7183676| RMSE:0.9086846
Iter:79| NaN num = 0
MAE:0.7183676| RMSE:0.90868443
Iter:80| NaN num = 0
MAE:0.7183672| RMSE:0.9086843
Iter:81| NaN num = 0
MAE:0.71836734| RMSE:0.90868425
Iter:82| NaN num = 0
MAE:0.7183672| RMSE:0.90868413
Iter:83| NaN num = 0
MAE:0.7183673| RMSE:0.9086841
Iter:84| NaN num = 0
MAE:0.71836704| RMSE:0.908684
Iter:85| NaN num = 0
MAE:0.718367| RMSE:0.9086841
Iter:86| NaN num = 0
MAE:0.718367| RMSE:0.908684
Iter:87| NaN num = 0
MAE:0.7183668| RMSE:0.908684
Iter:88| NaN num = 0
MAE:0.71836674| RMSE:0.9086839
Iter:89| NaN num = 0
MAE:0.7183666| RMSE:0.9086837
Iter:90| NaN num = 0
MAE:0.7183666| RMSE:0.9086837
Iter:91| NaN num = 0
MAE:0.7183666| RMSE:0.90868366
Iter:92| NaN num = 0
MAE:0.7183666| RMSE:0.9086836
Iter:93| NaN num = 0
MAE:0.71836656| RMSE:0.9086836
Iter:94| NaN num = 0
MAE:0.7183666| RMSE:0.9086835
Iter:95| NaN num = 0
MAE:0.7183664| RMSE:0.90868354
Iter:96| NaN num = 0
MAE:0.7183664| RMSE:0.90868354
Iter:97| NaN num = 0
MAE:0.71836656| RMSE:0.90868354
Iter:98| NaN num = 0
MAE:0.7183664| RMSE:0.90868354
Iter:99| NaN num = 0
MAE:0.7183664| RMSE:0.90868354
NaN num = 0
MAE:0.7183664| RMSE:0.9086835
