d: 20
alpha_u: 0.01
alpha_v: 0.01
gamma: 0.8
fnTrainingData: ../ML1M/generality/copy3.train
fnTestData: ../ML1M/generality/copy3.test
fnOutputData: ./testResult/FPMF_0.001_2_1M_copy_3.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
num_iterations: 100
Iter:0| NaN num = 0
MAE:2.5823426| RMSE:2.8127823
Iter:1| NaN num = 0
MAE:2.5823426| RMSE:2.8127823
Iter:2| NaN num = 0
MAE:2.5823426| RMSE:2.8127823
Iter:3| NaN num = 0
MAE:2.5823426| RMSE:2.8127823
Iter:4| NaN num = 0
MAE:2.5823426| RMSE:2.8127823
Iter:5| NaN num = 0
MAE:2.5823426| RMSE:2.8127823
Iter:6| NaN num = 0
MAE:2.5823426| RMSE:2.8127823
Iter:7| NaN num = 0
MAE:2.5823426| RMSE:2.8127823
Iter:8| NaN num = 0
MAE:1.6989766| RMSE:1.908219
Iter:9| NaN num = 0
MAE:0.9846515| RMSE:1.2843293
Iter:10| NaN num = 0
MAE:1.7763537| RMSE:2.0036445
Iter:11| NaN num = 0
MAE:0.79173493| RMSE:1.0362543
Iter:12| NaN num = 0
MAE:0.86039245| RMSE:1.037476
Iter:13| NaN num = 0
MAE:0.7249822| RMSE:0.93985975
Iter:14| NaN num = 0
MAE:0.7411665| RMSE:0.92288935
Iter:15| NaN num = 0
MAE:0.71704185| RMSE:0.9111473
Iter:16| NaN num = 0
MAE:0.7208889| RMSE:0.9106965
Iter:17| NaN num = 0
MAE:0.71984094| RMSE:0.9104454
Iter:18| NaN num = 0
MAE:0.7198566| RMSE:0.9103806
Iter:19| NaN num = 0
MAE:0.719801| RMSE:0.91031766
Iter:20| NaN num = 0
MAE:0.71975034| RMSE:0.9102557
Iter:21| NaN num = 0
MAE:0.71969986| RMSE:0.91019845
Iter:22| NaN num = 0
MAE:0.71965724| RMSE:0.9101448
Iter:23| NaN num = 0
MAE:0.7196165| RMSE:0.9100946
Iter:24| NaN num = 0
MAE:0.7195813| RMSE:0.91004866
Iter:25| NaN num = 0
MAE:0.7195514| RMSE:0.9100049
Iter:26| NaN num = 0
MAE:0.719521| RMSE:0.90996814
Iter:27| NaN num = 0
MAE:0.71949166| RMSE:0.90993243
Iter:28| NaN num = 0
MAE:0.7194661| RMSE:0.9099011
Iter:29| NaN num = 0
MAE:0.7194424| RMSE:0.9098717
Iter:30| NaN num = 0
MAE:0.7194212| RMSE:0.90984654
Iter:31| NaN num = 0
MAE:0.7194035| RMSE:0.9098227
Iter:32| NaN num = 0
MAE:0.7193873| RMSE:0.90980077
Iter:33| NaN num = 0
MAE:0.7193735| RMSE:0.9097796
Iter:34| NaN num = 0
MAE:0.7193594| RMSE:0.90976304
Iter:35| NaN num = 0
MAE:0.71934706| RMSE:0.90974665
Iter:36| NaN num = 0
MAE:0.7193339| RMSE:0.90973216
Iter:37| NaN num = 0
MAE:0.71932244| RMSE:0.9097195
Iter:38| NaN num = 0
MAE:0.7193129| RMSE:0.9097065
Iter:39| NaN num = 0
MAE:0.7193025| RMSE:0.9096942
Iter:40| NaN num = 0
MAE:0.7192957| RMSE:0.90968406
Iter:41| NaN num = 0
MAE:0.71928865| RMSE:0.9096758
Iter:42| NaN num = 0
MAE:0.7192818| RMSE:0.90966696
Iter:43| NaN num = 0
MAE:0.71927565| RMSE:0.90965915
Iter:44| NaN num = 0
MAE:0.71926975| RMSE:0.9096515
Iter:45| NaN num = 0
MAE:0.719266| RMSE:0.9096454
Iter:46| NaN num = 0
MAE:0.71926075| RMSE:0.9096402
Iter:47| NaN num = 0
MAE:0.7192564| RMSE:0.90963477
Iter:48| NaN num = 0
MAE:0.71925294| RMSE:0.90963066
Iter:49| NaN num = 0
MAE:0.7192497| RMSE:0.9096263
Iter:50| NaN num = 0
MAE:0.71924746| RMSE:0.90962297
Iter:51| NaN num = 0
MAE:0.7192454| RMSE:0.9096193
Iter:52| NaN num = 0
MAE:0.71924305| RMSE:0.90961593
Iter:53| NaN num = 0
MAE:0.7192413| RMSE:0.9096133
Iter:54| NaN num = 0
MAE:0.71923965| RMSE:0.9096112
Iter:55| NaN num = 0
MAE:0.71923816| RMSE:0.9096087
Iter:56| NaN num = 0
MAE:0.7192368| RMSE:0.90960705
Iter:57| NaN num = 0
MAE:0.71923554| RMSE:0.90960556
Iter:58| NaN num = 0
MAE:0.7192338| RMSE:0.9096042
Iter:59| NaN num = 0
MAE:0.7192331| RMSE:0.9096022
Iter:60| NaN num = 0
MAE:0.71923214| RMSE:0.9096014
Iter:61| NaN num = 0
MAE:0.71923083| RMSE:0.9096003
Iter:62| NaN num = 0
MAE:0.71923006| RMSE:0.90959895
Iter:63| NaN num = 0
MAE:0.7192293| RMSE:0.909598
Iter:64| NaN num = 0
MAE:0.71922857| RMSE:0.9095975
Iter:65| NaN num = 0
MAE:0.719228| RMSE:0.909597
Iter:66| NaN num = 0
MAE:0.7192276| RMSE:0.9095964
Iter:67| NaN num = 0
MAE:0.7192273| RMSE:0.90959585
Iter:68| NaN num = 0
MAE:0.71922684| RMSE:0.9095952
Iter:69| NaN num = 0
MAE:0.7192266| RMSE:0.9095949
Iter:70| NaN num = 0
MAE:0.7192263| RMSE:0.9095945
Iter:71| NaN num = 0
MAE:0.71922606| RMSE:0.9095941
Iter:72| NaN num = 0
MAE:0.71922576| RMSE:0.9095938
Iter:73| NaN num = 0
MAE:0.71922535| RMSE:0.90959334
Iter:74| NaN num = 0
MAE:0.719225| RMSE:0.9095931
Iter:75| NaN num = 0
