d: 20
alpha_u: 0.01
alpha_v: 0.01
gamma: 0.8
fnTrainingData: ../ML100K/generality/copy3.train
fnTestData: ../ML100K/generality/copy3.test
fnOutputData: ./testResult/FPMF_0.001_1_100K_copy_3.txt
MinRating: 1.0
MaxRating: 5.0
n: 943
m: 1682
num_iterations: 100
Iter:0| NaN num = 0
Iter:68| NaN num = 0
MAE:0.744445| RMSE:0.94357026
Iter:69| NaN num = 0
MAE:0.74444413| RMSE:0.9435697
Iter:70| NaN num = 0
MAE:0.74444324| RMSE:0.94356894
Iter:71| NaN num = 0
MAE:0.74444264| RMSE:0.94356793
Iter:72| NaN num = 0
MAE:0.7444424| RMSE:0.9435673
Iter:73| NaN num = 0
MAE:0.74444115| RMSE:0.9435668
Iter:74| NaN num = 0
MAE:0.7444405| RMSE:0.94356626
Iter:75| NaN num = 0
MAE:0.74444014| RMSE:0.94356567
Iter:76| NaN num = 0
MAE:0.7444397| RMSE:0.94356537
Iter:77| NaN num = 0
MAE:0.7444392| RMSE:0.9435651
Iter:78| NaN num = 0
MAE:0.7444392| RMSE:0.9435648
Iter:79| NaN num = 0
MAE:0.74443895| RMSE:0.9435646
Iter:80| NaN num = 0
MAE:0.7444388| RMSE:0.94356436
Iter:81| NaN num = 0
MAE:0.74443865| RMSE:0.94356406
Iter:82| NaN num = 0
MAE:0.7444385| RMSE:0.9435638
Iter:83| NaN num = 0
MAE:0.74443865| RMSE:0.9435635
Iter:84| NaN num = 0
MAE:0.7444384| RMSE:0.9435635
Iter:85| NaN num = 0
MAE:0.7444383| RMSE:0.9435634
Iter:86| NaN num = 0
MAE:0.7444381| RMSE:0.94356316
Iter:87| NaN num = 0
MAE:0.7444381| RMSE:0.94356304
Iter:88| NaN num = 0
MAE:0.74443805| RMSE:0.9435628
Iter:89| NaN num = 0
MAE:0.7444378| RMSE:0.9435626
Iter:90| NaN num = 0
MAE:0.7444376| RMSE:0.9435624
Iter:91| NaN num = 0
MAE:0.7444377| RMSE:0.94356215
Iter:92| NaN num = 0
MAE:0.7444376| RMSE:0.94356215
Iter:93| NaN num = 0
MAE:0.7444372| RMSE:0.9435621
Iter:94| NaN num = 0
MAE:0.7444373| RMSE:0.94356203
Iter:95| NaN num = 0
MAE:0.74443704| RMSE:0.943562
Iter:96| NaN num = 0
MAE:0.74443716| RMSE:0.94356185
Iter:97| NaN num = 0
MAE:0.7444371| RMSE:0.94356185
Iter:98| NaN num = 0
MAE:0.74443716| RMSE:0.94356185
Iter:99| NaN num = 0
MAE:0.74443704| RMSE:0.94356173
NaN num = 0
MAE:0.7444369| RMSE:0.9435617
