d: 20
alpha_u: 0.01
alpha_v: 0.01
gamma: 0.8
fnTrainingData: ../ML100K/generality/copy5.train
fnTestData: ../ML100K/generality/copy5.test
fnOutputData: ./testResult/FPMF_0.001_3_100K_copy_5.txt
MinRating: 1.0
MaxRating: 5.0
n: 943
m: 1682
num_iterations: 100
Iter:0| NaN num = 0
MAE:2.53195| RMSE:2.7700632
Iter:1| NaN num = 0
MAE:2.53195| RMSE:2.7700632
Iter:2| NaN num = 0
MAE:2.53195| RMSE:2.7700632
Iter:3| NaN num = 0
MAE:2.53195| RMSE:2.7700632
Iter:4| NaN num = 0
MAE:2.53195| RMSE:2.7700632
Iter:5| NaN num = 0
MAE:2.53195| RMSE:2.7700632
Iter:6| NaN num = 0
MAE:2.53195| RMSE:2.7700632
Iter:7| NaN num = 0
MAE:2.4936194| RMSE:2.7254937
Iter:8| NaN num = 0
MAE:0.79059094| RMSE:1.0138927
Iter:9| NaN num = 0
MAE:0.8174096| RMSE:1.0068314
Iter:10| NaN num = 0
MAE:0.7547721| RMSE:0.978494
Iter:11| NaN num = 0
MAE:0.80522746| RMSE:0.9894375
Iter:12| NaN num = 0
MAE:0.74465585| RMSE:0.96123075
Iter:13| NaN num = 0
MAE:0.76520354| RMSE:0.9547002
Iter:14| NaN num = 0
MAE:0.7405526| RMSE:0.94358015
Iter:15| NaN num = 0
MAE:0.7459529| RMSE:0.9427612
Iter:16| NaN num = 0
MAE:0.7435144| RMSE:0.9420389
Iter:17| NaN num = 0
MAE:0.7437298| RMSE:0.9419223
Iter:18| NaN num = 0
MAE:0.74358714| RMSE:0.9417689
Iter:19| NaN num = 0
MAE:0.74347585| RMSE:0.94162875
Iter:20| NaN num = 0
MAE:0.74337375| RMSE:0.9415016
Iter:21| NaN num = 0
MAE:0.7432757| RMSE:0.94138515
Iter:22| NaN num = 0
MAE:0.74318814| RMSE:0.9412778
Iter:23| NaN num = 0
MAE:0.7431059| RMSE:0.941176
Iter:24| NaN num = 0
MAE:0.7430318| RMSE:0.94108534
Iter:25| NaN num = 0
MAE:0.74296457| RMSE:0.9410005
Iter:26| NaN num = 0
MAE:0.7429016| RMSE:0.9409263
Iter:27| NaN num = 0
MAE:0.7428439| RMSE:0.9408548
Iter:28| NaN num = 0
MAE:0.742791| RMSE:0.94079006
Iter:29| NaN num = 0
MAE:0.7427419| RMSE:0.9407334
Iter:30| NaN num = 0
MAE:0.7426963| RMSE:0.9406802
Iter:31| NaN num = 0
MAE:0.7426579| RMSE:0.940632
Iter:32| NaN num = 0
MAE:0.74262404| RMSE:0.94058746
Iter:33| NaN num = 0
MAE:0.7425882| RMSE:0.9405483
Iter:34| NaN num = 0
MAE:0.7425599| RMSE:0.94051224
Iter:35| NaN num = 0
MAE:0.7425363| RMSE:0.9404786
Iter:36| NaN num = 0
MAE:0.7425116| RMSE:0.9404489
Iter:37| NaN num = 0
MAE:0.7424883| RMSE:0.9404216
Iter:38| NaN num = 0
MAE:0.74246705| RMSE:0.94039637
Iter:39| NaN num = 0
MAE:0.74244946| RMSE:0.9403763
Iter:40| NaN num = 0
MAE:0.74243206| RMSE:0.9403554
Iter:41| NaN num = 0
MAE:0.7424189| RMSE:0.9403378
Iter:42| NaN num = 0
MAE:0.74240446| RMSE:0.9403208
Iter:43| NaN num = 0
MAE:0.74239206| RMSE:0.940307
Iter:44| NaN num = 0
MAE:0.74238247| RMSE:0.94029415
Iter:45| NaN num = 0
MAE:0.74237233| RMSE:0.9402827
Iter:46| NaN num = 0
MAE:0.74236405| RMSE:0.9402723
Iter:47| NaN num = 0
MAE:0.7423569| RMSE:0.9402611
Iter:48| NaN num = 0
MAE:0.7423494| RMSE:0.94025207
Iter:49| NaN num = 0
MAE:0.74234253| RMSE:0.94024366
Iter:50| NaN num = 0
MAE:0.7423359| RMSE:0.9402369
Iter:51| NaN num = 0
MAE:0.74233| RMSE:0.94023025
Iter:52| NaN num = 0
MAE:0.7423243| RMSE:0.9402247
Iter:53| NaN num = 0
MAE:0.74231905| RMSE:0.94022036
Iter:54| NaN num = 0
MAE:0.7423151| RMSE:0.9402158
Iter:55| NaN num = 0
MAE:0.7423113| RMSE:0.9402121
Iter:56| NaN num = 0
MAE:0.7423079| RMSE:0.9402076
Iter:57| NaN num = 0
MAE:0.7423051| RMSE:0.94020504
Iter:58| NaN num = 0
MAE:0.742303| RMSE:0.94020164
Iter:59| NaN num = 0
MAE:0.7423011| RMSE:0.94019926
Iter:60| NaN num = 0
MAE:0.7422991| RMSE:0.9401964
Iter:61| NaN num = 0
MAE:0.74229693| RMSE:0.94019496
Iter:62| NaN num = 0
MAE:0.74229527| RMSE:0.94019276
Iter:63| NaN num = 0
MAE:0.7422936| RMSE:0.94019085
Iter:64| NaN num = 0
MAE:0.7422918| RMSE:0.940189
Iter:65| NaN num = 0
MAE:0.74229175| RMSE:0.9401872
Iter:66| NaN num = 0
MAE:0.7422904| RMSE:0.9401852
Iter:67| NaN num = 0
MAE:0.7422892| RMSE:0.9401845
Iter:68| NaN num = 0
MAE:0.7422882| RMSE:0.94018346
Iter:69| NaN num = 0
MAE:0.7422879| RMSE:0.94018215
Iter:70| NaN num = 0
MAE:0.7422873| RMSE:0.9401809
Iter:71| NaN num = 0
MAE:0.74228686| RMSE:0.9401803
Iter:72| NaN num = 0
MAE:0.74228585| RMSE:0.94017947
Iter:73| NaN num = 0
MAE:0.74228555| RMSE:0.9401789
Iter:74| NaN num = 0
MAE:0.7422854| RMSE:0.9401782
Iter:75| NaN num = 0
MAE:0.74228513| RMSE:0.9401775
Iter:76| NaN num = 0
MAE:0.7422849| RMSE:0.94017714
Iter:77| NaN num = 0
MAE:0.7422844| RMSE:0.9401768
Iter:78| NaN num = 0
MAE:0.74228394| RMSE:0.9401763
Iter:79| NaN num = 0
MAE:0.7422839| RMSE:0.9401761
Iter:80| NaN num = 0
MAE:0.7422837| RMSE:0.94017583
Iter:81| NaN num = 0
MAE:0.7422834| RMSE:0.94017565
Iter:82| NaN num = 0
MAE:0.74228317| RMSE:0.94017524
Iter:83| NaN num = 0
MAE:0.7422832| RMSE:0.940175
Iter:84| NaN num = 0
MAE:0.74228305| RMSE:0.9401748
Iter:85| NaN num = 0
MAE:0.7422833| RMSE:0.94017476
Iter:86| NaN num = 0
MAE:0.74228305| RMSE:0.94017464
Iter:87| NaN num = 0
MAE:0.7422832| RMSE:0.9401746
Iter:88| NaN num = 0
MAE:0.742283| RMSE:0.9401743
Iter:89| NaN num = 0
MAE:0.74228275| RMSE:0.9401743
Iter:90| NaN num = 0
MAE:0.74228275| RMSE:0.94017404
Iter:91| NaN num = 0
MAE:0.7422827| RMSE:0.9401739
Iter:92| NaN num = 0
MAE:0.7422827| RMSE:0.94017416
Iter:93| NaN num = 0
MAE:0.74228275| RMSE:0.9401739
Iter:94| NaN num = 0
MAE:0.7422827| RMSE:0.94017386
Iter:95| NaN num = 0
MAE:0.7422825| RMSE:0.9401738
Iter:96| NaN num = 0
MAE:0.7422826| RMSE:0.9401738
Iter:97| NaN num = 0
MAE:0.7422826| RMSE:0.9401737
Iter:98| NaN num = 0
MAE:0.74228257| RMSE:0.9401736
Iter:99| NaN num = 0
MAE:0.74228257| RMSE:0.9401735
NaN num = 0
MAE:0.7422826| RMSE:0.94017345
