d: 20
alpha_u: 0.01
alpha_v: 0.01
gamma: 0.8
fnTrainingData: ../ML100K/generality/copy2.train
fnTestData: ../ML100K/generality/copy2.test
fnOutputData: ./testResult/FPMF_0.001_2_100K_copy_2.txt
MinRating: 1.0
MaxRating: 5.0
n: 943
m: 1682
num_iterations: 100
Iter:0| NaN num = 0
MAE:2.5366| RMSE:2.7709925
Iter:1| NaN num = 0
MAE:2.5366| RMSE:2.7709925
Iter:2| NaN num = 0
MAE:2.5366| RMSE:2.7709925
Iter:3| NaN num = 0
MAE:2.5366| RMSE:2.7709925
Iter:4| NaN num = 0
MAE:2.5366| RMSE:2.7709925
Iter:5| NaN num = 0
MAE:2.5366| RMSE:2.7709925
Iter:6| NaN num = 0
MAE:2.5366| RMSE:2.7709925
Iter:7| NaN num = 0
MAE:2.4394274| RMSE:2.6624012
Iter:8| NaN num = 0
MAE:0.8137498| RMSE:1.0583802
Iter:9| NaN num = 0
MAE:1.0014619| RMSE:1.2154771
Iter:10| NaN num = 0
MAE:0.8286431| RMSE:1.0896981
Iter:11| NaN num = 0
MAE:0.9977567| RMSE:1.1909713
Iter:12| NaN num = 0
MAE:0.77272546| RMSE:1.0136808
Iter:13| NaN num = 0
MAE:0.8019141| RMSE:0.98824584
Iter:14| NaN num = 0
MAE:0.73318857| RMSE:0.94418913
Iter:15| NaN num = 0
MAE:0.7413655| RMSE:0.93951446
Iter:16| NaN num = 0
MAE:0.7362289| RMSE:0.93802667
Iter:17| NaN num = 0
MAE:0.73677355| RMSE:0.93794113
Iter:18| NaN num = 0
MAE:0.73660517| RMSE:0.9378097
Iter:19| NaN num = 0
MAE:0.73649734| RMSE:0.9376938
Iter:20| NaN num = 0
MAE:0.7363967| RMSE:0.9375872
Iter:21| NaN num = 0
MAE:0.73630786| RMSE:0.9374884
Iter:22| NaN num = 0
MAE:0.7362215| RMSE:0.9373967
Iter:23| NaN num = 0
MAE:0.73615247| RMSE:0.9373135
Iter:24| NaN num = 0
MAE:0.7360801| RMSE:0.93723834
Iter:25| NaN num = 0
MAE:0.7360191| RMSE:0.93716794
Iter:26| NaN num = 0
MAE:0.73596364| RMSE:0.93710434
Iter:27| NaN num = 0
MAE:0.73591435| RMSE:0.93704593
Iter:28| NaN num = 0
MAE:0.7358627| RMSE:0.93699217
Iter:29| NaN num = 0
MAE:0.7358213| RMSE:0.9369434
Iter:30| NaN num = 0
MAE:0.73578304| RMSE:0.93690026
Iter:31| NaN num = 0
MAE:0.7357499| RMSE:0.9368595
Iter:32| NaN num = 0
MAE:0.7357184| RMSE:0.93682206
Iter:33| NaN num = 0
MAE:0.7356886| RMSE:0.93678784
Iter:34| NaN num = 0
MAE:0.7356639| RMSE:0.9367583
Iter:35| NaN num = 0
MAE:0.73563856| RMSE:0.93673116
Iter:36| NaN num = 0
MAE:0.7356169| RMSE:0.93670726
Iter:37| NaN num = 0
MAE:0.7355978| RMSE:0.9366849
Iter:38| NaN num = 0
MAE:0.73557734| RMSE:0.93666273
Iter:39| NaN num = 0
MAE:0.73556274| RMSE:0.93664384
Iter:40| NaN num = 0
MAE:0.7355494| RMSE:0.9366272
Iter:41| NaN num = 0
MAE:0.73553497| RMSE:0.9366131
Iter:42| NaN num = 0
MAE:0.73552424| RMSE:0.93659943
Iter:43| NaN num = 0
MAE:0.7355143| RMSE:0.93658835
Iter:44| NaN num = 0
MAE:0.7355047| RMSE:0.9365765
Iter:45| NaN num = 0
MAE:0.7354951| RMSE:0.93656677
Iter:46| NaN num = 0
MAE:0.7354886| RMSE:0.9365583
Iter:47| NaN num = 0
MAE:0.7354828| RMSE:0.93654865
Iter:48| NaN num = 0
MAE:0.7354764| RMSE:0.93654215
Iter:49| NaN num = 0
MAE:0.73546815| RMSE:0.9365354
Iter:50| NaN num = 0
MAE:0.73546326| RMSE:0.9365289
Iter:51| NaN num = 0
MAE:0.73545814| RMSE:0.9365236
Iter:52| NaN num = 0
MAE:0.735453| RMSE:0.93651885
Iter:53| NaN num = 0
MAE:0.7354505| RMSE:0.93651485
Iter:54| NaN num = 0
MAE:0.73544735| RMSE:0.93651104
Iter:55| NaN num = 0
MAE:0.73544496| RMSE:0.9365076
Iter:56| NaN num = 0
MAE:0.7354419| RMSE:0.936504
Iter:57| NaN num = 0
MAE:0.73543894| RMSE:0.9365016
Iter:58| NaN num = 0
MAE:0.73543686| RMSE:0.93649924
Iter:59| NaN num = 0
MAE:0.7354349| RMSE:0.93649703
Iter:60| NaN num = 0
MAE:0.7354336| RMSE:0.9364955
Iter:61| NaN num = 0
MAE:0.7354318| RMSE:0.93649364
Iter:62| NaN num = 0
MAE:0.73543024| RMSE:0.9364915
Iter:63| NaN num = 0
MAE:0.7354285| RMSE:0.9364901
Iter:64| NaN num = 0
MAE:0.73542696| RMSE:0.9364888
Iter:65| NaN num = 0
MAE:0.7354251| RMSE:0.9364876
Iter:66| NaN num = 0
MAE:0.7354238| RMSE:0.936486
Iter:67| NaN num = 0
MAE:0.73542273| RMSE:0.9364848
Iter:68| NaN num = 0
MAE:0.7354214| RMSE:0.9364838
Iter:69| NaN num = 0
MAE:0.7354208| RMSE:0.93648255
Iter:70| NaN num = 0
MAE:0.7354201| RMSE:0.9364819
Iter:71| NaN num = 0
MAE:0.7354196| RMSE:0.9364811
Iter:72| NaN num = 0
MAE:0.73541933| RMSE:0.9364805
Iter:73| NaN num = 0
MAE:0.7354185| RMSE:0.9364802
Iter:74| NaN num = 0
MAE:0.73541826| RMSE:0.93647957
Iter:75| NaN num = 0
MAE:0.7354176| RMSE:0.9364791
Iter:76| NaN num = 0
MAE:0.73541754| RMSE:0.93647844
Iter:77| NaN num = 0
MAE:0.73541665| RMSE:0.93647826
Iter:78| NaN num = 0
MAE:0.7354169| RMSE:0.9364777
Iter:79| NaN num = 0
MAE:0.7354169| RMSE:0.9364774
Iter:80| NaN num = 0
MAE:0.73541635| RMSE:0.9364771
Iter:81| NaN num = 0
MAE:0.735416| RMSE:0.9364768
Iter:82| NaN num = 0
MAE:0.73541546| RMSE:0.9364768
Iter:83| NaN num = 0
MAE:0.73541594| RMSE:0.9364765
Iter:84| NaN num = 0
MAE:0.7354156| RMSE:0.9364761
Iter:85| NaN num = 0
MAE:0.73541546| RMSE:0.9364759
Iter:86| NaN num = 0
MAE:0.73541516| RMSE:0.93647593
Iter:87| NaN num = 0
MAE:0.73541534| RMSE:0.9364759
Iter:88| NaN num = 0
MAE:0.73541546| RMSE:0.9364758
Iter:89| NaN num = 0
MAE:0.7354152| RMSE:0.93647575
Iter:90| NaN num = 0
MAE:0.73541534| RMSE:0.9364755
Iter:91| NaN num = 0
MAE:0.73541516| RMSE:0.9364754
Iter:92| NaN num = 0
MAE:0.7354151| RMSE:0.93647534
Iter:93| NaN num = 0
MAE:0.73541486| RMSE:0.9364753
Iter:94| NaN num = 0
MAE:0.7354149| RMSE:0.93647516
Iter:95| NaN num = 0
MAE:0.7354151| RMSE:0.93647516
Iter:96| NaN num = 0
MAE:0.735415| RMSE:0.93647516
Iter:97| NaN num = 0
MAE:0.7354148| RMSE:0.93647504
Iter:98| NaN num = 0
MAE:0.7354147| RMSE:0.93647516
Iter:99| NaN num = 0
MAE:0.7354148| RMSE:0.936475
NaN num = 0
MAE:0.73541474| RMSE:0.93647516
