d: 20
alpha_u: 0.01
alpha_v: 0.01
gamma: 0.8
fnTrainingData: ../ML100K/generality/copy4.train
fnTestData: ../ML100K/generality/copy4.test
fnOutputData: ./testResult/FPMF_0.001_2_100K_copy_4.txt
MinRating: 1.0
MaxRating: 5.0
n: 943
m: 1682
num_iterations: 100
Iter:0| NaN num = 0
MAE:2.5244| RMSE:2.7652848
Iter:1| NaN num = 0
MAE:2.5244| RMSE:2.7652848
Iter:2| NaN num = 0
MAE:2.5244| RMSE:2.7652848
Iter:3| NaN num = 0
MAE:2.5244| RMSE:2.7652848
Iter:4| NaN num = 0
MAE:2.5244| RMSE:2.7652848
Iter:5| NaN num = 0
MAE:2.5244| RMSE:2.7652848
Iter:6| NaN num = 0
MAE:2.5244| RMSE:2.7652848
Iter:7| NaN num = 0
MAE:2.0137217| RMSE:2.2313206
Iter:8| NaN num = 0
MAE:1.0437022| RMSE:1.3524145
Iter:9| NaN num = 0
MAE:2.0887954| RMSE:2.3373919
Iter:10| NaN num = 0
MAE:0.8060447| RMSE:1.0427439
Iter:11| NaN num = 0
MAE:0.8367677| RMSE:1.0263268
Iter:12| NaN num = 0
MAE:0.74875325| RMSE:0.96960604
Iter:13| NaN num = 0
MAE:0.7693733| RMSE:0.9572303
Iter:14| NaN num = 0
MAE:0.74064505| RMSE:0.9445139
Iter:15| NaN num = 0
MAE:0.7462706| RMSE:0.9426396
Iter:16| NaN num = 0
MAE:0.74357766| RMSE:0.94205004
Iter:17| NaN num = 0
MAE:0.7438366| RMSE:0.94192106
Iter:18| NaN num = 0
MAE:0.7436938| RMSE:0.9417865
Iter:19| NaN num = 0
MAE:0.74359435| RMSE:0.9416653
Iter:20| NaN num = 0
MAE:0.74350137| RMSE:0.9415532
Iter:21| NaN num = 0
MAE:0.7434148| RMSE:0.941451
Iter:22| NaN num = 0
MAE:0.74333984| RMSE:0.941354
Iter:23| NaN num = 0
MAE:0.7432661| RMSE:0.9412684
Iter:24| NaN num = 0
