d: 20
lambda: 0.001
delta_o: 0.0
gamma: 0.01
fnTrainingData: ../ML100K/generality/copy2.train
fnTestData: ../ML100K/generality/copy2.test
fnOutputData: ./testResult/FPMF_0.001_1_100K_copy_2.txt
MinRating: 1.0
MaxRating: 5.0
n: 943
m: 1682
rho: 1.0
num_iterations: 100
Iter:0| MAE:2.5366| RMSE:2.7709925
Iter:1| MAE:1.7646555| RMSE:2.1505442
Iter:2| MAE:1.15907| RMSE:1.5471811
Iter:3| MAE:0.92993575| RMSE:1.2454184
Iter:4| MAE:0.8221699| RMSE:1.0795263
Iter:5| MAE:0.7761924| RMSE:0.9926942
Iter:6| MAE:0.7696533| RMSE:0.97695106
Iter:7| MAE:0.7635004| RMSE:0.97128654
Iter:8| MAE:0.761015| RMSE:0.96809757
Iter:9| MAE:0.7625644| RMSE:0.9682741
Iter:10| MAE:0.7638619| RMSE:0.96907634
Iter:11| MAE:0.7630738| RMSE:0.9683516
Iter:12| MAE:0.763994| RMSE:0.96748495
Iter:13| MAE:0.7628974| RMSE:0.9675939
Iter:14| MAE:0.7620482| RMSE:0.9662034
Iter:15| MAE:0.7620955| RMSE:0.9663388
Iter:16| MAE:0.76308274| RMSE:0.9667042
Iter:17| MAE:0.7625517| RMSE:0.9660178
Iter:18| MAE:0.7618388| RMSE:0.9651754
Iter:19| MAE:0.76126045| RMSE:0.964883
Iter:20| MAE:0.76186734| RMSE:0.9649321
Iter:21| MAE:0.7613335| RMSE:0.96425736
Iter:22| MAE:0.75958997| RMSE:0.96337503
Iter:23| MAE:0.75905627| RMSE:0.9627591
Iter:24| MAE:0.759276| RMSE:0.9627318
Iter:25| MAE:0.7604883| RMSE:0.96339333
Iter:26| MAE:0.75973743| RMSE:0.9628737
Iter:27| MAE:0.75997436| RMSE:0.96289986
Iter:28| MAE:0.7600559| RMSE:0.9628824
Iter:29| MAE:0.7600118| RMSE:0.9630184
Iter:30| MAE:0.7599| RMSE:0.9628475
Iter:31| MAE:0.76008946| RMSE:0.9628743
Iter:32| MAE:0.76001555| RMSE:0.96276367
Iter:33| MAE:0.7596042| RMSE:0.962342
Iter:34| MAE:0.7596165| RMSE:0.96240693
Iter:35| MAE:0.75937337| RMSE:0.9620494
Iter:36| MAE:0.7592861| RMSE:0.9619287
Iter:37| MAE:0.7591679| RMSE:0.9619484
Iter:38| MAE:0.7590282| RMSE:0.9619046
Iter:39| MAE:0.7589177| RMSE:0.96175873
Iter:40| MAE:0.7588435| RMSE:0.96159697
Iter:41| MAE:0.75902784| RMSE:0.9616818
Iter:42| MAE:0.7589671| RMSE:0.96166277
Iter:43| MAE:0.75897866| RMSE:0.961661
