d: 20
lambda: 0.001
delta_o: 0.0
gamma: 0.01
fnTrainingData: ../ML100K/generality/copy3.train
fnTestData: ../ML100K/generality/copy3.test
fnOutputData: ./testResult/FPMF_0.001_0_100K_copy_3.txt
MinRating: 1.0
MaxRating: 5.0
n: 943
m: 1682
rho: 0.0
num_iterations: 100
Iter:0| MAE:2.53265| RMSE:2.7731118
Iter:1| MAE:1.9493319| RMSE:2.313754
Iter:2| MAE:1.2660476| RMSE:1.6568363
Iter:3| MAE:0.96247333| RMSE:1.2782289
Iter:4| MAE:0.84073144| RMSE:1.0971571
Iter:5| MAE:0.8083337| RMSE:1.0398836
Iter:6| MAE:0.78547543| RMSE:1.0082811
Iter:7| MAE:0.7771693| RMSE:0.9929584
Iter:8| MAE:0.7691735| RMSE:0.98392546
Iter:9| MAE:0.76296175| RMSE:0.97294277
Iter:10| MAE:0.76151925| RMSE:0.97082233
Iter:11| MAE:0.757219| RMSE:0.96597385
Iter:12| MAE:0.7571305| RMSE:0.96456796
Iter:13| MAE:0.756636| RMSE:0.96309865
Iter:14| MAE:0.7552473| RMSE:0.9618619
Iter:15| MAE:0.75394297| RMSE:0.96100795
Iter:16| MAE:0.75423455| RMSE:0.9602464
Iter:17| MAE:0.75305885| RMSE:0.9589531
Iter:18| MAE:0.75311255| RMSE:0.95867735
Iter:19| MAE:0.75251704| RMSE:0.957895
Iter:20| MAE:0.75255966| RMSE:0.95782495
Iter:21| MAE:0.7524191| RMSE:0.9571571
Iter:22| MAE:0.75271803| RMSE:0.95714295
Iter:23| MAE:0.75231564| RMSE:0.95651174
Iter:24| MAE:0.75228935| RMSE:0.9564268
Iter:25| MAE:0.7523734| RMSE:0.95651287
Iter:26| MAE:0.7519653| RMSE:0.9561169
Iter:27| MAE:0.7517442| RMSE:0.9557564
Iter:28| MAE:0.7515264| RMSE:0.9557022
Iter:29| MAE:0.75118977| RMSE:0.95530045
Iter:30| MAE:0.7510634| RMSE:0.9551886
Iter:31| MAE:0.7513049| RMSE:0.9551444
Iter:32| MAE:0.7515317| RMSE:0.9552821
Iter:33| MAE:0.751239| RMSE:0.95500755
Iter:34| MAE:0.7509875| RMSE:0.95492125
Iter:35| MAE:0.750874| RMSE:0.95482767
Iter:36| MAE:0.7509316| RMSE:0.95473033
Iter:37| MAE:0.7509245| RMSE:0.95461506
Iter:38| MAE:0.75065273| RMSE:0.95436645
Iter:39| MAE:0.7506365| RMSE:0.9543427
Iter:40| MAE:0.75061995| RMSE:0.9543624
Iter:41| MAE:0.75042576| RMSE:0.95430493
Iter:42| MAE:0.750302| RMSE:0.95422816
Iter:43| MAE:0.750215| RMSE:0.95413023
Iter:44| MAE:0.7501884| RMSE:0.95411927
Iter:45| MAE:0.7502192| RMSE:0.95413107
Iter:46| MAE:0.75025994| RMSE:0.9541757
Iter:47| MAE:0.75021625| RMSE:0.9541296
Iter:48| MAE:0.750197| RMSE:0.9541138
Iter:49| MAE:0.7502738| RMSE:0.95414
Iter:50| MAE:0.7502692| RMSE:0.95411384
Iter:51| MAE:0.7502456| RMSE:0.95410603
Iter:52| MAE:0.7501985| RMSE:0.9540669
Iter:53| MAE:0.750187| RMSE:0.95406985
Iter:54| MAE:0.7502306| RMSE:0.9540857
Iter:55| MAE:0.7502435| RMSE:0.9540778
Iter:56| MAE:0.75024176| RMSE:0.95405996
Iter:57| MAE:0.7502251| RMSE:0.95404536
Iter:58| MAE:0.7502188| RMSE:0.9540328
Iter:59| MAE:0.7502105| RMSE:0.95402086
Iter:60| MAE:0.75023085| RMSE:0.95402
Iter:61| MAE:0.75021464| RMSE:0.95400864
Iter:62| MAE:0.75020534| RMSE:0.95400786
Iter:63| MAE:0.7502083| RMSE:0.95400214
Iter:64| MAE:0.75020576| RMSE:0.95400107
Iter:65| MAE:0.75020534| RMSE:0.95399356
Iter:66| MAE:0.7501943| RMSE:0.9539848
Iter:67| MAE:0.7501916| RMSE:0.9539828
Iter:68| MAE:0.75018793| RMSE:0.953977
Iter:69| MAE:0.7501859| RMSE:0.9539815
Iter:70| MAE:0.7501888| RMSE:0.9539804
Iter:71| MAE:0.7501907| RMSE:0.9539761
Iter:72| MAE:0.75018674| RMSE:0.9539757
Iter:73| MAE:0.7501857| RMSE:0.9539771
Iter:74| MAE:0.7501907| RMSE:0.95397764
Iter:75| MAE:0.75018495| RMSE:0.9539735
Iter:76| MAE:0.7501838| RMSE:0.9539748
Iter:77| MAE:0.7501859| RMSE:0.9539724
Iter:78| MAE:0.75018466| RMSE:0.95397186
Iter:79| MAE:0.75018173| RMSE:0.953972
Iter:80| MAE:0.7501801| RMSE:0.9539702
Iter:81| MAE:0.75017804| RMSE:0.95397085
Iter:82| MAE:0.7501768| RMSE:0.9539693
Iter:83| MAE:0.7501751| RMSE:0.95396715
Iter:84| MAE:0.75017476| RMSE:0.9539683
Iter:85| MAE:0.7501765| RMSE:0.9539674
Iter:86| MAE:0.7501759| RMSE:0.9539667
Iter:87| MAE:0.7501765| RMSE:0.9539661
Iter:88| MAE:0.75017565| RMSE:0.9539675
Iter:89| MAE:0.75017905| RMSE:0.9539672
Iter:90| MAE:0.750178| RMSE:0.95396835
Iter:91| MAE:0.7501778| RMSE:0.95396894
Iter:92| MAE:0.7501773| RMSE:0.95396805
Iter:93| MAE:0.7501785| RMSE:0.9539681
Iter:94| MAE:0.7501783| RMSE:0.95396805
Iter:95| MAE:0.75017816| RMSE:0.9539679
Iter:96| MAE:0.7501776| RMSE:0.95396805
Iter:97| MAE:0.75017804| RMSE:0.9539681
Iter:98| MAE:0.75017875| RMSE:0.9539677
Iter:99| MAE:0.7501776| RMSE:0.9539674
MAE:0.750178| RMSE:0.9539676
