d: 20
lambda: 0.001
delta_o: 0.0
gamma: 0.01
fnTrainingData: ../ML100K/generality/copy1.train
fnTestData: ../ML100K/generality/copy1.test
fnOutputData: ./testResult/FPMF_0.001_1_100K_copy_1.txt
MinRating: 1.0
MaxRating: 5.0
n: 943
m: 1682
rho: 1.0
num_iterations: 100
Iter:0| MAE:2.5237| RMSE:2.7655017
Iter:1| MAE:1.7267421| RMSE:2.1208224
Iter:2| MAE:1.1956575| RMSE:1.5801828
Iter:3| MAE:0.93142253| RMSE:1.2438375
Iter:4| MAE:0.84230566| RMSE:1.1034678
Iter:5| MAE:0.7996598| RMSE:1.0314479
Iter:6| MAE:0.78530365| RMSE:1.0053508
Iter:7| MAE:0.7765507| RMSE:0.98895204
Iter:8| MAE:0.7755572| RMSE:0.98644537
Iter:9| MAE:0.7757481| RMSE:0.98564994
Iter:10| MAE:0.77702624| RMSE:0.98617226
Iter:11| MAE:0.7782456| RMSE:0.98781836
Iter:12| MAE:0.7753438| RMSE:0.9851691
Iter:13| MAE:0.775446| RMSE:0.98472345
Iter:14| MAE:0.7739088| RMSE:0.9834286
Iter:15| MAE:0.7728199| RMSE:0.982507
Iter:16| MAE:0.77399665| RMSE:0.9822633
Iter:17| MAE:0.773443| RMSE:0.98177516
Iter:18| MAE:0.7738001| RMSE:0.9823842
Iter:19| MAE:0.7735048| RMSE:0.98179317
Iter:20| MAE:0.7729982| RMSE:0.9814847
Iter:21| MAE:0.7730185| RMSE:0.9814338
Iter:22| MAE:0.77267337| RMSE:0.98097515
Iter:23| MAE:0.77187645| RMSE:0.98057246
Iter:24| MAE:0.7718853| RMSE:0.98002523
Iter:25| MAE:0.77183235| RMSE:0.9800677
Iter:26| MAE:0.77231234| RMSE:0.98021686
Iter:27| MAE:0.7728102| RMSE:0.9804861
Iter:28| MAE:0.77315426| RMSE:0.9807002
Iter:29| MAE:0.77339804| RMSE:0.98076177
Iter:30| MAE:0.77297634| RMSE:0.9806926
Iter:31| MAE:0.7725189| RMSE:0.9801739
Iter:32| MAE:0.772225| RMSE:0.9800378
Iter:33| MAE:0.77232546| RMSE:0.9799429
Iter:34| MAE:0.77246886| RMSE:0.9797816
Iter:35| MAE:0.7727441| RMSE:0.9798994
Iter:36| MAE:0.77245724| RMSE:0.9795824
Iter:37| MAE:0.77250916| RMSE:0.9796932
Iter:38| MAE:0.7721338| RMSE:0.9794
Iter:39| MAE:0.7723312| RMSE:0.9795392
Iter:40| MAE:0.7724866| RMSE:0.9796714
Iter:41| MAE:0.77276444| RMSE:0.9798801
Iter:42| MAE:0.7726727| RMSE:0.9797915
Iter:43| MAE:0.77266055| RMSE:0.9797237
Iter:44| MAE:0.77262485| RMSE:0.97968453
Iter:45| MAE:0.77260303| RMSE:0.9796701
Iter:46| MAE:0.7726572| RMSE:0.97967947
Iter:47| MAE:0.772697| RMSE:0.97968346
Iter:48| MAE:0.7727419| RMSE:0.97973055
Iter:49| MAE:0.7727644| RMSE:0.97973204
Iter:50| MAE:0.7727388| RMSE:0.9797026
Iter:51| MAE:0.77270794| RMSE:0.97967684
Iter:52| MAE:0.77264017| RMSE:0.97963256
Iter:53| MAE:0.77265257| RMSE:0.9796459
Iter:54| MAE:0.77265507| RMSE:0.9796564
Iter:55| MAE:0.7726049| RMSE:0.979624
Iter:56| MAE:0.77261233| RMSE:0.9796238
Iter:57| MAE:0.77261233| RMSE:0.97961795
Iter:58| MAE:0.77259535| RMSE:0.979624
Iter:59| MAE:0.7726056| RMSE:0.9796312
Iter:60| MAE:0.7725967| RMSE:0.9796187
Iter:61| MAE:0.7725927| RMSE:0.9796174
Iter:62| MAE:0.7725957| RMSE:0.97961205
Iter:63| MAE:0.77259| RMSE:0.97960675
Iter:64| MAE:0.7725813| RMSE:0.97958934
Iter:65| MAE:0.7725688| RMSE:0.97958106
Iter:66| MAE:0.77255994| RMSE:0.9795742
Iter:67| MAE:0.7725494| RMSE:0.97956383
Iter:68| MAE:0.77255166| RMSE:0.9795666
Iter:69| MAE:0.77255845| RMSE:0.97956884
Iter:70| MAE:0.7725526| RMSE:0.9795683
Iter:71| MAE:0.77255625| RMSE:0.97956634
Iter:72| MAE:0.7725535| RMSE:0.9795649
Iter:73| MAE:0.7725554| RMSE:0.9795628
Iter:74| MAE:0.7725547| RMSE:0.97956425
Iter:75| MAE:0.77255297| RMSE:0.9795608
Iter:76| MAE:0.7725521| RMSE:0.97956055
Iter:77| MAE:0.7725479| RMSE:0.979558
Iter:78| MAE:0.77254593| RMSE:0.97955495
Iter:79| MAE:0.7725437| RMSE:0.9795542
Iter:80| MAE:0.77254206| RMSE:0.97955394
Iter:81| MAE:0.7725424| RMSE:0.9795551
Iter:82| MAE:0.77254707| RMSE:0.9795538
Iter:83| MAE:0.77254397| RMSE:0.97955394
Iter:84| MAE:0.77254194| RMSE:0.9795528
Iter:85| MAE:0.77254176| RMSE:0.9795533
Iter:86| MAE:0.7725397| RMSE:0.9795514
Iter:87| MAE:0.77253866| RMSE:0.9795515
Iter:88| MAE:0.7725375| RMSE:0.9795502
Iter:89| MAE:0.77253807| RMSE:0.9795491
