d: 20
lambda: 0.001
delta_o: 0.0
gamma: 0.01
fnTrainingData: ../ML1M/generality/copy3.train
fnTestData: ../ML1M/generality/copy3.test
fnOutputData: ./testResult/FPMF_0.001_1_1M_copy_3.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
rho: 1.0
num_iterations: 100
Iter:0| MAE:2.5823426| RMSE:2.8127823
Iter:1| MAE:1.549406| RMSE:1.9767916
Iter:2| MAE:1.0529745| RMSE:1.4280958
Iter:3| MAE:0.86053| RMSE:1.1485736
Iter:4| MAE:0.7900239| RMSE:1.0289881
Iter:5| MAE:0.76431423| RMSE:0.9815954
Iter:6| MAE:0.752365| RMSE:0.9611542
Iter:7| MAE:0.744486| RMSE:0.9479595
Iter:8| MAE:0.7386945| RMSE:0.940029
Iter:9| MAE:0.7344311| RMSE:0.9348505
Iter:10| MAE:0.7318545| RMSE:0.9314546
Iter:11| MAE:0.728445| RMSE:0.9277784
Iter:12| MAE:0.72653455| RMSE:0.9251239
Iter:13| MAE:0.72459805| RMSE:0.92280346
Iter:14| MAE:0.7229157| RMSE:0.92111015
Iter:15| MAE:0.72149515| RMSE:0.9194228
Iter:16| MAE:0.72076505| RMSE:0.9182013
Iter:17| MAE:0.7197376| RMSE:0.9166995
Iter:18| MAE:0.7181356| RMSE:0.91499346
Iter:19| MAE:0.7175473| RMSE:0.9137941
Iter:20| MAE:0.7166991| RMSE:0.912937
Iter:21| MAE:0.7160646| RMSE:0.91202873
Iter:22| MAE:0.71542567| RMSE:0.9111875
Iter:23| MAE:0.7146557| RMSE:0.9101655
Iter:24| MAE:0.71413934| RMSE:0.9093282
Iter:25| MAE:0.7137405| RMSE:0.90876335
Iter:26| MAE:0.7132935| RMSE:0.90816694
Iter:27| MAE:0.7127898| RMSE:0.907533
Iter:28| MAE:0.7123051| RMSE:0.9068506
Iter:29| MAE:0.7121938| RMSE:0.9065235
Iter:30| MAE:0.7118747| RMSE:0.9061657
Iter:31| MAE:0.71164197| RMSE:0.9056674
Iter:32| MAE:0.7114242| RMSE:0.9053575
