d: 20
lambda: 0.001
delta_o: 0.0
gamma: 0.01
fnTrainingData: ../ML1M/generality/copy3.train
fnTestData: ../ML1M/generality/copy3.test
fnOutputData: ./testResult/FPMF_0.001_2_1M_copy_3.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
rho: 2.0
num_iterations: 100
Iter:0| MAE:2.5823426| RMSE:2.8127823
Iter:1| MAE:1.52837| RMSE:1.9600639
Iter:2| MAE:1.0617224| RMSE:1.4395853
Iter:3| MAE:0.877858| RMSE:1.1714283
Iter:4| MAE:0.8042915| RMSE:1.0436784
Iter:5| MAE:0.77971643| RMSE:1.0025893
Iter:6| MAE:0.76694626| RMSE:0.97855264
Iter:7| MAE:0.757227| RMSE:0.96151626
Iter:8| MAE:0.7514445| RMSE:0.9540531
Iter:9| MAE:0.7478403| RMSE:0.94934297
Iter:10| MAE:0.74411553| RMSE:0.9453951
Iter:11| MAE:0.74206823| RMSE:0.94312155
Iter:12| MAE:0.7401196| RMSE:0.94067705
Iter:13| MAE:0.7377257| RMSE:0.9383002
Iter:14| MAE:0.7367126| RMSE:0.9370696
Iter:15| MAE:0.73528105| RMSE:0.93529814
Iter:16| MAE:0.734308| RMSE:0.9342472
Iter:17| MAE:0.73323| RMSE:0.9325478
Iter:18| MAE:0.73261964| RMSE:0.9317546
Iter:19| MAE:0.7318624| RMSE:0.9307854
Iter:20| MAE:0.73096704| RMSE:0.92992187
Iter:21| MAE:0.73048896| RMSE:0.9292134
Iter:22| MAE:0.72957623| RMSE:0.92811483
Iter:23| MAE:0.7288778| RMSE:0.9272693
Iter:24| MAE:0.72846025| RMSE:0.92653775
Iter:25| MAE:0.7283788| RMSE:0.92641664
Iter:26| MAE:0.72784835| RMSE:0.92558664
Iter:27| MAE:0.7273156| RMSE:0.92493397
Iter:28| MAE:0.7272754| RMSE:0.9247351
Iter:29| MAE:0.7267258| RMSE:0.92412233
Iter:30| MAE:0.7265731| RMSE:0.923914
Iter:31| MAE:0.7262296| RMSE:0.92349285
Iter:32| MAE:0.72604805| RMSE:0.9231286
Iter:33| MAE:0.725858| RMSE:0.92280847
Iter:34| MAE:0.7256494| RMSE:0.92256695
Iter:35| MAE:0.7255513| RMSE:0.92231274
Iter:36| MAE:0.72548413| RMSE:0.92214495
Iter:37| MAE:0.72521067| RMSE:0.9219065
Iter:38| MAE:0.7250788| RMSE:0.9216751
Iter:39| MAE:0.7250378| RMSE:0.92151546
Iter:40| MAE:0.7249162| RMSE:0.92142254
Iter:41| MAE:0.72491896| RMSE:0.9212934
Iter:42| MAE:0.7248944| RMSE:0.92119294
Iter:43| MAE:0.72483706| RMSE:0.9211386
Iter:44| MAE:0.7247607| RMSE:0.9209607
Iter:45| MAE:0.7246857| RMSE:0.92083913
Iter:46| MAE:0.7246607| RMSE:0.92076427
Iter:47| MAE:0.72458166| RMSE:0.92064947
Iter:48| MAE:0.7245745| RMSE:0.9205995
Iter:49| MAE:0.7244961| RMSE:0.9205157
Iter:50| MAE:0.7244599| RMSE:0.9204918
Iter:51| MAE:0.72443277| RMSE:0.9204426
Iter:52| MAE:0.72438926| RMSE:0.92036384
Iter:53| MAE:0.72439516| RMSE:0.92033523
Iter:54| MAE:0.72435415| RMSE:0.9202902
Iter:55| MAE:0.7243124| RMSE:0.9202541
Iter:56| MAE:0.7242768| RMSE:0.9202085
Iter:57| MAE:0.7242523| RMSE:0.9201831
Iter:58| MAE:0.72425485| RMSE:0.92017865
Iter:59| MAE:0.7242356| RMSE:0.9201409
Iter:60| MAE:0.72422415| RMSE:0.92012846
Iter:61| MAE:0.72422063| RMSE:0.92010957
Iter:62| MAE:0.7242085| RMSE:0.9200971
Iter:63| MAE:0.7242012| RMSE:0.92008364
Iter:64| MAE:0.7242047| RMSE:0.9200691
Iter:65| MAE:0.72419494| RMSE:0.9200511
Iter:66| MAE:0.72419167| RMSE:0.9200394
Iter:67| MAE:0.7241879| RMSE:0.9200253
Iter:68| MAE:0.72417635| RMSE:0.9200103
Iter:69| MAE:0.72416896| RMSE:0.9200006
Iter:70| MAE:0.7241632| RMSE:0.9199892
Iter:71| MAE:0.7241635| RMSE:0.9199895
Iter:72| MAE:0.7241569| RMSE:0.9199812
Iter:73| MAE:0.72415435| RMSE:0.91997683
Iter:74| MAE:0.72415173| RMSE:0.919973
Iter:75| MAE:0.7241469| RMSE:0.9199636
Iter:76| MAE:0.7241456| RMSE:0.91995776
Iter:77| MAE:0.72414404| RMSE:0.91995454
Iter:78| MAE:0.7241418| RMSE:0.91995096
Iter:79| MAE:0.7241395| RMSE:0.91994536
Iter:80| MAE:0.72413534| RMSE:0.9199455
Iter:81| MAE:0.7241365| RMSE:0.9199413
Iter:82| MAE:0.724134| RMSE:0.9199399
Iter:83| MAE:0.72413373| RMSE:0.91993743
Iter:84| MAE:0.7241316| RMSE:0.9199344
Iter:85| MAE:0.7241295| RMSE:0.9199316
Iter:86| MAE:0.7241303| RMSE:0.9199294
Iter:87| MAE:0.7241307| RMSE:0.9199258
Iter:88| MAE:0.72412807| RMSE:0.91992325
Iter:89| MAE:0.724129| RMSE:0.9199238
Iter:90| MAE:0.7241283| RMSE:0.91992253
Iter:91| MAE:0.72412455| RMSE:0.91992015
Iter:92| MAE:0.7241247| RMSE:0.91991895
Iter:93| MAE:0.72412467| RMSE:0.9199185
Iter:94| MAE:0.72412556| RMSE:0.9199184
Iter:95| MAE:0.72412574| RMSE:0.919917
Iter:96| MAE:0.724125| RMSE:0.9199147
Iter:97| MAE:0.7241266| RMSE:0.9199148
Iter:98| MAE:0.7241255| RMSE:0.9199134
Iter:99| MAE:0.7241249| RMSE:0.919912
MAE:0.72412443| RMSE:0.9199109
