d: 20
lambda: 0.001
delta_o: 0.0
gamma: 0.01
fnTrainingData: ../ML1M/generality/copy2.train
fnTestData: ../ML1M/generality/copy2.test
fnOutputData: ./testResult/FPMF_0.001_3_1M_copy_2.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
rho: 3.0
num_iterations: 100
Iter:0| MAE:2.5824826| RMSE:2.8137915
Iter:1| MAE:1.5121342| RMSE:1.9438924
Iter:2| MAE:1.0487002| RMSE:1.4182206
Iter:3| MAE:0.8678996| RMSE:1.1518152
Iter:4| MAE:0.8158177| RMSE:1.056753
Iter:5| MAE:0.78079605| RMSE:0.99641633
Iter:6| MAE:0.77127343| RMSE:0.9801559
Iter:7| MAE:0.7642112| RMSE:0.9684881
Iter:8| MAE:0.7585886| RMSE:0.960974
Iter:9| MAE:0.7540284| RMSE:0.95610446
Iter:10| MAE:0.7511218| RMSE:0.9527792
Iter:11| MAE:0.74951535| RMSE:0.9507765
Iter:12| MAE:0.74793226| RMSE:0.94931585
Iter:13| MAE:0.7468139| RMSE:0.9473568
Iter:14| MAE:0.74554455| RMSE:0.94622874
Iter:15| MAE:0.74502206| RMSE:0.94536173
Iter:16| MAE:0.74309146| RMSE:0.9434283
Iter:17| MAE:0.7423627| RMSE:0.9424833
Iter:18| MAE:0.7408256| RMSE:0.94099087
Iter:19| MAE:0.740376| RMSE:0.9401841
Iter:20| MAE:0.73942095| RMSE:0.93915236
Iter:21| MAE:0.73883635| RMSE:0.93841326
Iter:22| MAE:0.7383202| RMSE:0.93769276
Iter:23| MAE:0.7374868| RMSE:0.9366876
Iter:24| MAE:0.7369587| RMSE:0.9360777
Iter:25| MAE:0.73638153| RMSE:0.9353476
Iter:26| MAE:0.7361536| RMSE:0.93500906
Iter:27| MAE:0.73559797| RMSE:0.9342884
Iter:28| MAE:0.73537165| RMSE:0.9340052
Iter:29| MAE:0.7350228| RMSE:0.9334568
Iter:30| MAE:0.7346483| RMSE:0.9329755
Iter:31| MAE:0.7343898| RMSE:0.93267626
Iter:32| MAE:0.7341731| RMSE:0.93237257
Iter:33| MAE:0.73400044| RMSE:0.9320979
Iter:34| MAE:0.7338574| RMSE:0.93188334
Iter:35| MAE:0.733695| RMSE:0.9316968
Iter:36| MAE:0.7336302| RMSE:0.93151146
Iter:37| MAE:0.73337936| RMSE:0.93113965
Iter:38| MAE:0.73319876| RMSE:0.9309673
Iter:39| MAE:0.7330292| RMSE:0.9307278
Iter:40| MAE:0.7329436| RMSE:0.9305956
Iter:41| MAE:0.7329379| RMSE:0.9304826
Iter:42| MAE:0.7328954| RMSE:0.9303999
