d: 20
lambda: 0.001
delta_o: 0.0
gamma: 0.01
fnTrainingData: ../ML1M/generality/copy4.train
fnTestData: ../ML1M/generality/copy4.test
fnOutputData: ./testResult/FPMF_0.001_0_1M_copy_4.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
rho: 0.0
num_iterations: 100
Iter:0| MAE:2.5821278| RMSE:2.813787
Iter:1| MAE:1.528902| RMSE:1.9591181
Iter:2| MAE:1.0541189| RMSE:1.4356072
Iter:3| MAE:0.8516878| RMSE:1.1419034
Iter:4| MAE:0.7794848| RMSE:1.0147194
Iter:5| MAE:0.7472072| RMSE:0.95454025
Iter:6| MAE:0.73582876| RMSE:0.93505377
Iter:7| MAE:0.7264495| RMSE:0.9204987
Iter:8| MAE:0.7205229| RMSE:0.91336054
Iter:9| MAE:0.71609235| RMSE:0.9073564
Iter:10| MAE:0.71181256| RMSE:0.90231854
Iter:11| MAE:0.70892346| RMSE:0.8986438
Iter:12| MAE:0.7057118| RMSE:0.89513797
Iter:13| MAE:0.70250404| RMSE:0.89217424
Iter:14| MAE:0.70054984| RMSE:0.8897778
Iter:15| MAE:0.6990118| RMSE:0.88764215
Iter:16| MAE:0.69722515| RMSE:0.8858342
Iter:17| MAE:0.6958738| RMSE:0.8844654
Iter:18| MAE:0.6949295| RMSE:0.8831972
Iter:19| MAE:0.69371915| RMSE:0.8817778
Iter:20| MAE:0.692791| RMSE:0.88080627
Iter:21| MAE:0.6919816| RMSE:0.87982756
Iter:22| MAE:0.6912448| RMSE:0.8790028
Iter:23| MAE:0.6904627| RMSE:0.8782262
Iter:24| MAE:0.68991965| RMSE:0.8776424
Iter:25| MAE:0.68919235| RMSE:0.87695575
Iter:26| MAE:0.6887099| RMSE:0.8764119
Iter:27| MAE:0.688315| RMSE:0.87588966
Iter:28| MAE:0.68799335| RMSE:0.8755151
Iter:29| MAE:0.6875926| RMSE:0.87512696
Iter:30| MAE:0.68738997| RMSE:0.87479985
Iter:31| MAE:0.6870253| RMSE:0.87449735
Iter:32| MAE:0.686878| RMSE:0.87431526
