d: 20
lambda: 0.001
delta_o: 0.0
gamma: 0.01
fnTrainingData: ../ML100K/generality/copy3.train
fnTestData: ../ML100K/generality/copy3.test
fnOutputData: ./testResult/FPMF_0.001_3_100K_copy_3.txt
MinRating: 1.0
MaxRating: 5.0
n: 943
m: 1682
rho: 3.0
num_iterations: 100
Iter:0| MAE:2.53265| RMSE:2.7731118
Iter:1| MAE:1.5423902| RMSE:1.9570943
Iter:2| MAE:1.0451682| RMSE:1.4027637
Iter:3| MAE:0.8675176| RMSE:1.1435854
Iter:4| MAE:0.817125| RMSE:1.0551528
Iter:5| MAE:0.79870135| RMSE:1.0223316
Iter:6| MAE:0.79127145| RMSE:1.0026139
Iter:7| MAE:0.79047126| RMSE:1.0022622
Iter:8| MAE:0.7896913| RMSE:1.000949
Iter:9| MAE:0.7891186| RMSE:1.0002578
Iter:10| MAE:0.7902559| RMSE:1.0008063
Iter:11| MAE:0.78589076| RMSE:0.997465
Iter:12| MAE:0.7883546| RMSE:0.99879426
Iter:13| MAE:0.78850067| RMSE:0.99904424
Iter:14| MAE:0.78861916| RMSE:0.99879724
Iter:15| MAE:0.7880406| RMSE:0.99787587
Iter:16| MAE:0.78669953| RMSE:0.9965347
Iter:17| MAE:0.78801894| RMSE:0.99765915
Iter:18| MAE:0.788509| RMSE:0.997879
Iter:19| MAE:0.7896695| RMSE:0.9988529
Iter:20| MAE:0.78994036| RMSE:0.9986627
Iter:21| MAE:0.78898895| RMSE:0.9984193
Iter:22| MAE:0.78862405| RMSE:0.9981688
Iter:23| MAE:0.7870132| RMSE:0.99630684
Iter:24| MAE:0.78767717| RMSE:0.997005
Iter:25| MAE:0.7883413| RMSE:0.99766654
Iter:26| MAE:0.787638| RMSE:0.996673
Iter:27| MAE:0.7880527| RMSE:0.99678355
Iter:28| MAE:0.7871601| RMSE:0.99599093
Iter:29| MAE:0.78736764| RMSE:0.9962095
Iter:30| MAE:0.7876139| RMSE:0.99674946
Iter:31| MAE:0.7876137| RMSE:0.99666226
Iter:32| MAE:0.7870622| RMSE:0.9962274
Iter:33| MAE:0.7872891| RMSE:0.9962161
Iter:34| MAE:0.78790295| RMSE:0.9965818
Iter:35| MAE:0.7880993| RMSE:0.9965321
Iter:36| MAE:0.78798723| RMSE:0.9965064
Iter:37| MAE:0.78810686| RMSE:0.9965802
Iter:38| MAE:0.7881246| RMSE:0.99659336
Iter:39| MAE:0.7876707| RMSE:0.99625665
Iter:40| MAE:0.7878471| RMSE:0.99638635
Iter:41| MAE:0.7876677| RMSE:0.99623126
Iter:42| MAE:0.78761965| RMSE:0.99613065
Iter:43| MAE:0.7876205| RMSE:0.99610865
Iter:44| MAE:0.7873974| RMSE:0.9959563
Iter:45| MAE:0.78750974| RMSE:0.9960263
Iter:46| MAE:0.78753513| RMSE:0.9960858
Iter:47| MAE:0.78760624| RMSE:0.99610937
Iter:48| MAE:0.78762966| RMSE:0.996114
Iter:49| MAE:0.7876434| RMSE:0.9961047
Iter:50| MAE:0.78758645| RMSE:0.99605995
Iter:51| MAE:0.7874678| RMSE:0.9959681
Iter:52| MAE:0.78741163| RMSE:0.99594116
Iter:53| MAE:0.7874222| RMSE:0.9959504
Iter:54| MAE:0.7874489| RMSE:0.9959546
Iter:55| MAE:0.7874605| RMSE:0.9959547
Iter:56| MAE:0.78749305| RMSE:0.99597085
Iter:57| MAE:0.78746897| RMSE:0.9959551
Iter:58| MAE:0.7874949| RMSE:0.99597317
Iter:59| MAE:0.7874806| RMSE:0.9959533
Iter:60| MAE:0.78751165| RMSE:0.9959846
Iter:61| MAE:0.7875251| RMSE:0.995989
Iter:62| MAE:0.7875073| RMSE:0.99597335
Iter:63| MAE:0.78753096| RMSE:0.9959927
Iter:64| MAE:0.7875311| RMSE:0.9960003
Iter:65| MAE:0.78753406| RMSE:0.99600804
Iter:66| MAE:0.78750753| RMSE:0.99599195
Iter:67| MAE:0.78749543| RMSE:0.99598026
Iter:68| MAE:0.7874989| RMSE:0.9959845
Iter:69| MAE:0.78748316| RMSE:0.9959673
Iter:70| MAE:0.78748924| RMSE:0.9959718
Iter:71| MAE:0.78747964| RMSE:0.9959626
Iter:72| MAE:0.78747916| RMSE:0.9959606
Iter:73| MAE:0.7874758| RMSE:0.99595654
Iter:74| MAE:0.78747106| RMSE:0.9959533
Iter:75| MAE:0.78747046| RMSE:0.9959536
Iter:76| MAE:0.7874798| RMSE:0.9959594
Iter:77| MAE:0.78747714| RMSE:0.9959581
Iter:78| MAE:0.78748316| RMSE:0.9959612
Iter:79| MAE:0.7874811| RMSE:0.9959592
Iter:80| MAE:0.78747785| RMSE:0.9959563
Iter:81| MAE:0.787479| RMSE:0.99595463
Iter:82| MAE:0.7874803| RMSE:0.9959556
Iter:83| MAE:0.78747594| RMSE:0.99595547
Iter:84| MAE:0.787478| RMSE:0.99595636
Iter:85| MAE:0.7874832| RMSE:0.9959582
Iter:86| MAE:0.7874841| RMSE:0.9959591
Iter:87| MAE:0.78748447| RMSE:0.99596006
Iter:88| MAE:0.78748447| RMSE:0.9959587
