d: 20
lambda: 0.001
delta_o: 0.0
gamma: 0.01
fnTrainingData: ../ML1M/generality/copy1.train
fnTestData: ../ML1M/generality/copy1.test
fnOutputData: ./testResult/FPMF_0.001_2_1M_copy_1.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
rho: 2.0
num_iterations: 100
Iter:0| MAE:2.5796762| RMSE:2.811369
Iter:1| MAE:1.5054864| RMSE:1.9359081
Iter:2| MAE:1.0476921| RMSE:1.4175254
Iter:3| MAE:0.8590125| RMSE:1.1386737
Iter:4| MAE:0.8040036| RMSE:1.0422938
Iter:5| MAE:0.77801216| RMSE:0.9972623
Iter:6| MAE:0.76348245| RMSE:0.97037965
Iter:7| MAE:0.7564344| RMSE:0.9598678
Iter:8| MAE:0.75118935| RMSE:0.9528131
Iter:9| MAE:0.7478952| RMSE:0.9489355
Iter:10| MAE:0.7448269| RMSE:0.94554365
Iter:11| MAE:0.7428221| RMSE:0.9432191
Iter:12| MAE:0.74055696| RMSE:0.9407031
Iter:13| MAE:0.7394223| RMSE:0.93952155
Iter:14| MAE:0.73791295| RMSE:0.93769604
Iter:15| MAE:0.7370261| RMSE:0.93661433
Iter:16| MAE:0.73575956| RMSE:0.9348657
Iter:17| MAE:0.7342294| RMSE:0.9334287
Iter:18| MAE:0.7334464| RMSE:0.9325542
Iter:19| MAE:0.73302794| RMSE:0.93184465
Iter:20| MAE:0.7322015| RMSE:0.9307396
Iter:21| MAE:0.7309102| RMSE:0.9294151
Iter:22| MAE:0.7306662| RMSE:0.92896116
Iter:23| MAE:0.73009855| RMSE:0.928181
Iter:24| MAE:0.7295654| RMSE:0.9276886
Iter:25| MAE:0.72908205| RMSE:0.92682385
Iter:26| MAE:0.7285457| RMSE:0.9261907
Iter:27| MAE:0.7280916| RMSE:0.9256556
Iter:28| MAE:0.7277234| RMSE:0.92502904
Iter:29| MAE:0.7274875| RMSE:0.9246652
Iter:30| MAE:0.72715545| RMSE:0.92418087
Iter:31| MAE:0.72690105| RMSE:0.9238002
Iter:32| MAE:0.72661895| RMSE:0.92345494
Iter:33| MAE:0.72655123| RMSE:0.92319435
Iter:34| MAE:0.72626454| RMSE:0.92287564
Iter:35| MAE:0.72623473| RMSE:0.92270213
Iter:36| MAE:0.72603333| RMSE:0.9224447
Iter:37| MAE:0.72590214| RMSE:0.92230284
Iter:38| MAE:0.72582716| RMSE:0.92212206
Iter:39| MAE:0.7257039| RMSE:0.92192626
