d: 20
lambda: 0.001
delta_o: 0.0
gamma: 0.01
fnTrainingData: ../ML100K/generality/copy5.train
fnTestData: ../ML100K/generality/copy5.test
fnOutputData: ./testResult/FPMF_0.001_2_100K_copy_5.txt
MinRating: 1.0
MaxRating: 5.0
n: 943
m: 1682
rho: 2.0
num_iterations: 100
Iter:0| MAE:2.53195| RMSE:2.7700632
Iter:1| MAE:1.6688732| RMSE:2.0784624
Iter:2| MAE:1.1324034| RMSE:1.5124844
Iter:3| MAE:0.9145456| RMSE:1.213856
Iter:4| MAE:0.8251237| RMSE:1.0658578
Iter:5| MAE:0.80256796| RMSE:1.026927
Iter:6| MAE:0.78734064| RMSE:0.99591815
Iter:7| MAE:0.78340006| RMSE:0.9901628
Iter:8| MAE:0.78296643| RMSE:0.9891432
Iter:9| MAE:0.7818389| RMSE:0.9873385
Iter:10| MAE:0.77807015| RMSE:0.98399127
Iter:11| MAE:0.78058225| RMSE:0.98588294
Iter:12| MAE:0.77829456| RMSE:0.9849139
Iter:13| MAE:0.777793| RMSE:0.98334324
Iter:14| MAE:0.77792335| RMSE:0.98395175
Iter:15| MAE:0.7784195| RMSE:0.9837286
Iter:16| MAE:0.778101| RMSE:0.9828781
Iter:17| MAE:0.778192| RMSE:0.9835879
Iter:18| MAE:0.777483| RMSE:0.9832874
Iter:19| MAE:0.7777966| RMSE:0.98273295
Iter:20| MAE:0.77737343| RMSE:0.9828523
Iter:21| MAE:0.77805996| RMSE:0.9832247
Iter:22| MAE:0.77828485| RMSE:0.98307824
Iter:23| MAE:0.778753| RMSE:0.9829189
Iter:24| MAE:0.7786271| RMSE:0.9829824
Iter:25| MAE:0.77859074| RMSE:0.98274463
Iter:26| MAE:0.77767164| RMSE:0.9819714
Iter:27| MAE:0.777248| RMSE:0.9818135
Iter:28| MAE:0.77709544| RMSE:0.9817251
Iter:29| MAE:0.7766944| RMSE:0.98149467
Iter:30| MAE:0.77715844| RMSE:0.98156744
Iter:31| MAE:0.7777721| RMSE:0.98199177
Iter:32| MAE:0.7779137| RMSE:0.982134
Iter:33| MAE:0.7778957| RMSE:0.98208743
Iter:34| MAE:0.77754635| RMSE:0.9817944
Iter:35| MAE:0.7774166| RMSE:0.9816731
Iter:36| MAE:0.7776215| RMSE:0.9818653
Iter:37| MAE:0.77766687| RMSE:0.98187065
Iter:38| MAE:0.7774863| RMSE:0.98163456
Iter:39| MAE:0.7773464| RMSE:0.98143613
Iter:40| MAE:0.77736586| RMSE:0.9814201
Iter:41| MAE:0.7772673| RMSE:0.98134357
Iter:42| MAE:0.7771428| RMSE:0.98115635
Iter:43| MAE:0.7771038| RMSE:0.98111695
Iter:44| MAE:0.7770795| RMSE:0.9810437
Iter:45| MAE:0.7769185| RMSE:0.9809428
Iter:46| MAE:0.77679753| RMSE:0.98085034
Iter:47| MAE:0.77675104| RMSE:0.98077494
Iter:48| MAE:0.7767997| RMSE:0.9807433
Iter:49| MAE:0.77686125| RMSE:0.9807678
Iter:50| MAE:0.77690256| RMSE:0.98076487
Iter:51| MAE:0.77688444| RMSE:0.98074603
Iter:52| MAE:0.77689934| RMSE:0.9807643
Iter:53| MAE:0.7770025| RMSE:0.9808353
Iter:54| MAE:0.77697504| RMSE:0.980818
Iter:55| MAE:0.77697635| RMSE:0.9808188
Iter:56| MAE:0.7769943| RMSE:0.98081887
Iter:57| MAE:0.7769688| RMSE:0.9807982
Iter:58| MAE:0.77696633| RMSE:0.9807963
Iter:59| MAE:0.7769463| RMSE:0.9807758
Iter:60| MAE:0.7769518| RMSE:0.9807808
Iter:61| MAE:0.77692664| RMSE:0.98075736
Iter:62| MAE:0.77691954| RMSE:0.9807424
Iter:63| MAE:0.7769086| RMSE:0.98073006
Iter:64| MAE:0.77689314| RMSE:0.98071665
Iter:65| MAE:0.7768955| RMSE:0.980722
Iter:66| MAE:0.7768923| RMSE:0.9807181
Iter:67| MAE:0.77689856| RMSE:0.9807222
Iter:68| MAE:0.77689934| RMSE:0.9807231
Iter:69| MAE:0.7768848| RMSE:0.98071057
Iter:70| MAE:0.7768896| RMSE:0.9807164
Iter:71| MAE:0.7768832| RMSE:0.98070914
Iter:72| MAE:0.7768863| RMSE:0.98070925
Iter:73| MAE:0.7768929| RMSE:0.98070943
Iter:74| MAE:0.77689373| RMSE:0.9807115
Iter:75| MAE:0.77690315| RMSE:0.98071694
Iter:76| MAE:0.7768963| RMSE:0.98071104
Iter:77| MAE:0.7768895| RMSE:0.98070884
Iter:78| MAE:0.7768885| RMSE:0.9807052
Iter:79| MAE:0.7768877| RMSE:0.98070353
Iter:80| MAE:0.776886| RMSE:0.9807045
Iter:81| MAE:0.7768892| RMSE:0.9807054
Iter:82| MAE:0.7768888| RMSE:0.980705
Iter:83| MAE:0.77688605| RMSE:0.98070264
Iter:84| MAE:0.7768856| RMSE:0.98070216
Iter:85| MAE:0.776885| RMSE:0.98070043
Iter:86| MAE:0.77688366| RMSE:0.9807018
Iter:87| MAE:0.77688444| RMSE:0.98070073
Iter:88| MAE:0.7768856| RMSE:0.98070157
