d: 20
lambda: 0.001
delta_o: 0.0
gamma: 0.01
fnTrainingData: ../ML1M/generality/copy5.train
fnTestData: ../ML1M/generality/copy5.test
fnOutputData: ./testResult/FPMF_0.001_0_1M_copy_5.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
rho: 0.0
num_iterations: 100
Iter:0| MAE:2.581193| RMSE:2.8127556
Iter:1| MAE:1.5365484| RMSE:1.96589
Iter:2| MAE:1.0422091| RMSE:1.4181271
Iter:3| MAE:0.84458965| RMSE:1.1292946
Iter:4| MAE:0.76837426| RMSE:0.99823844
Iter:5| MAE:0.74377286| RMSE:0.9495339
Iter:6| MAE:0.7320917| RMSE:0.9307641
Iter:7| MAE:0.7260807| RMSE:0.92177975
Iter:8| MAE:0.7197605| RMSE:0.91355944
Iter:9| MAE:0.71339583| RMSE:0.9055122
Iter:10| MAE:0.7102164| RMSE:0.90146166
Iter:11| MAE:0.70620865| RMSE:0.8974741
Iter:12| MAE:0.7037183| RMSE:0.8947288
Iter:13| MAE:0.7016088| RMSE:0.8921783
Iter:14| MAE:0.6993774| RMSE:0.8894547
Iter:15| MAE:0.69742244| RMSE:0.8873639
Iter:16| MAE:0.6959777| RMSE:0.88542086
Iter:17| MAE:0.69483095| RMSE:0.88406384
Iter:18| MAE:0.6933338| RMSE:0.88237196
Iter:19| MAE:0.69215363| RMSE:0.88123447
Iter:20| MAE:0.6913772| RMSE:0.8801993
Iter:21| MAE:0.6905866| RMSE:0.8791776
Iter:22| MAE:0.6897284| RMSE:0.8781602
Iter:23| MAE:0.68893194| RMSE:0.8774377
Iter:24| MAE:0.6885023| RMSE:0.87681943
Iter:25| MAE:0.6880055| RMSE:0.8761121
Iter:26| MAE:0.6873448| RMSE:0.8754955
Iter:27| MAE:0.6868136| RMSE:0.87483996
Iter:28| MAE:0.6864267| RMSE:0.874443
Iter:29| MAE:0.68625146| RMSE:0.87411964
Iter:30| MAE:0.6858565| RMSE:0.8737405
Iter:31| MAE:0.68543863| RMSE:0.8733595
Iter:32| MAE:0.685234| RMSE:0.8730587
Iter:33| MAE:0.6850114| RMSE:0.8728204
Iter:34| MAE:0.6848825| RMSE:0.8725659
Iter:35| MAE:0.6846841| RMSE:0.87239957
Iter:36| MAE:0.6845496| RMSE:0.8721578
Iter:37| MAE:0.6844103| RMSE:0.8719969
Iter:38| MAE:0.6841783| RMSE:0.8718495
Iter:39| MAE:0.6841502| RMSE:0.871745
Iter:40| MAE:0.6840355| RMSE:0.8716491
Iter:41| MAE:0.683925| RMSE:0.871523
Iter:42| MAE:0.68378377| RMSE:0.87140363
Iter:43| MAE:0.68375236| RMSE:0.8713281
Iter:44| MAE:0.6836878| RMSE:0.87122923
Iter:45| MAE:0.6836196| RMSE:0.8711699
Iter:46| MAE:0.68351805| RMSE:0.8710857
Iter:47| MAE:0.68345934| RMSE:0.8710249
Iter:48| MAE:0.68340695| RMSE:0.87096447
Iter:49| MAE:0.68337417| RMSE:0.87093186
Iter:50| MAE:0.68334633| RMSE:0.8708956
Iter:51| MAE:0.68329805| RMSE:0.8708443
Iter:52| MAE:0.68328094| RMSE:0.87081724
Iter:53| MAE:0.68327886| RMSE:0.87079227
Iter:54| MAE:0.68324876| RMSE:0.8707668
Iter:55| MAE:0.68322873| RMSE:0.8707371
Iter:56| MAE:0.68318325| RMSE:0.87070435
Iter:57| MAE:0.6831704| RMSE:0.8706782
Iter:58| MAE:0.68315715| RMSE:0.8706599
Iter:59| MAE:0.6831413| RMSE:0.8706394
Iter:60| MAE:0.68311536| RMSE:0.87061185
Iter:61| MAE:0.6830967| RMSE:0.87060237
Iter:62| MAE:0.68308747| RMSE:0.8705887
Iter:63| MAE:0.6830743| RMSE:0.8705792
Iter:64| MAE:0.683063| RMSE:0.8705663
Iter:65| MAE:0.68305314| RMSE:0.8705596
Iter:66| MAE:0.6830504| RMSE:0.87055486
Iter:67| MAE:0.68304604| RMSE:0.8705476
Iter:68| MAE:0.68303084| RMSE:0.87053823
Iter:69| MAE:0.6830278| RMSE:0.8705332
Iter:70| MAE:0.68302494| RMSE:0.8705266
Iter:71| MAE:0.6830203| RMSE:0.87052095
Iter:72| MAE:0.6830152| RMSE:0.8705184
Iter:73| MAE:0.68300986| RMSE:0.8705149
Iter:74| MAE:0.68300694| RMSE:0.87050855
Iter:75| MAE:0.68300194| RMSE:0.87050605
Iter:76| MAE:0.6830009| RMSE:0.8705027
Iter:77| MAE:0.6829954| RMSE:0.87049896
Iter:78| MAE:0.68299305| RMSE:0.870496
Iter:79| MAE:0.682994| RMSE:0.87049603
Iter:80| MAE:0.68299377| RMSE:0.8704939
Iter:81| MAE:0.68299234| RMSE:0.87049204
Iter:82| MAE:0.68299145| RMSE:0.8704892
Iter:83| MAE:0.6829895| RMSE:0.8704876
Iter:84| MAE:0.6829902| RMSE:0.8704872
Iter:85| MAE:0.68298924| RMSE:0.87048566
Iter:86| MAE:0.68298733| RMSE:0.8704851
Iter:87| MAE:0.6829847| RMSE:0.8704844
Iter:88| MAE:0.68298316| RMSE:0.8704827
Iter:89| MAE:0.6829823| RMSE:0.8704821
Iter:90| MAE:0.68298244| RMSE:0.8704816
Iter:91| MAE:0.68298197| RMSE:0.8704819
