d: 20
lambda: 0.001
gamma: 0.8
rho: 3.0
fnTrainingData: ../ML1M/generality/copy4.train
fnTestData: ../ML1M/generality/copy4.test
fnOutputData: ./testResult/FPMF_0.001_3_1M_copy_4.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
num_iterations: 100
start_hybrid_averaging_iterations: 10
local_train_iterations: 15
Iter:0| MAE:2.5821278| RMSE:2.813787
Iter:1| MAE:2.5821278| RMSE:2.813787
Iter:2| MAE:2.5821278| RMSE:2.813787
Iter:3| MAE:2.5821278| RMSE:2.813787
Iter:4| MAE:2.5821278| RMSE:2.813787
Iter:5| MAE:2.5821278| RMSE:2.813787
Iter:6| MAE:2.5821278| RMSE:2.813787
Iter:7| MAE:2.5821278| RMSE:2.813787
Iter:8| MAE:1.9211403| RMSE:2.1278749
Iter:9| MAE:1.0691679| RMSE:1.3832774
Iter:10| MAE:1.5808296| RMSE:1.7921784
Iter:11| MAE:0.9026866| RMSE:1.1805606
Iter:12| MAE:0.97083175| RMSE:1.1525815
Iter:13| MAE:0.75871927| RMSE:0.9838158
Iter:14| MAE:0.7635066| RMSE:0.94709367
Iter:15| MAE:0.7370438| RMSE:0.933781
Iter:16| MAE:0.7376005| RMSE:0.9299463
Iter:17| MAE:0.7351872| RMSE:0.9278089
Iter:18| MAE:0.7338284| RMSE:0.926203
Iter:19| MAE:0.73275083| RMSE:0.9249551
Iter:20| MAE:0.7319159| RMSE:0.92397445
Iter:21| MAE:0.7312403| RMSE:0.9231902
Iter:22| MAE:0.7306727| RMSE:0.9225439
Iter:23| MAE:0.7302178| RMSE:0.9220141
Iter:24| MAE:0.72983384| RMSE:0.92157334
Iter:25| MAE:0.7295027| RMSE:0.9211964
Iter:26| MAE:0.7292279| RMSE:0.9208848
Iter:27| MAE:0.72898436| RMSE:0.9206107
Iter:28| MAE:0.7287915| RMSE:0.9203792
Iter:29| MAE:0.7286129| RMSE:0.9201752
Iter:30| MAE:0.7284564| RMSE:0.9199991
Iter:31| MAE:0.72831666| RMSE:0.9198484
Iter:32| MAE:0.72820264| RMSE:0.91971576
Iter:33| MAE:0.72810173| RMSE:0.9196025
Iter:34| MAE:0.728007| RMSE:0.91949946
Iter:35| MAE:0.72792864| RMSE:0.91940844
Iter:36| MAE:0.72785354| RMSE:0.9193279
Iter:37| MAE:0.72778577| RMSE:0.9192551
Iter:38| MAE:0.7277327| RMSE:0.9191924
Iter:39| MAE:0.72767615| RMSE:0.91914135
Iter:40| MAE:0.7276305| RMSE:0.91909164
Iter:41| MAE:0.72758687| RMSE:0.9190521
Iter:42| MAE:0.72755164| RMSE:0.9190098
Iter:43| MAE:0.72752166| RMSE:0.9189754
Iter:44| MAE:0.7274907| RMSE:0.9189414
Iter:45| MAE:0.72746605| RMSE:0.91891646
Iter:46| MAE:0.7274404| RMSE:0.91889435
Iter:47| MAE:0.7274208| RMSE:0.918871
Iter:48| MAE:0.72740483| RMSE:0.91885114
Iter:49| MAE:0.727388| RMSE:0.91883445
Iter:50| MAE:0.727377| RMSE:0.91881937
Iter:51| MAE:0.72736514| RMSE:0.91880506
Iter:52| MAE:0.7273542| RMSE:0.9187934
Iter:53| MAE:0.7273405| RMSE:0.9187807
Iter:54| MAE:0.7273276| RMSE:0.9187727
Iter:55| MAE:0.7273188| RMSE:0.9187612
Iter:56| MAE:0.72731185| RMSE:0.91875285
Iter:57| MAE:0.7273063| RMSE:0.91874635
Iter:58| MAE:0.7273004| RMSE:0.9187407
Iter:59| MAE:0.72729397| RMSE:0.9187347
Iter:60| MAE:0.7272891| RMSE:0.9187295
Iter:61| MAE:0.7272836| RMSE:0.9187244
Iter:62| MAE:0.7272793| RMSE:0.918719
Iter:63| MAE:0.72727597| RMSE:0.91871536
Iter:64| MAE:0.72727346| RMSE:0.91871244
Iter:65| MAE:0.7272708| RMSE:0.9187104
Iter:66| MAE:0.7272661| RMSE:0.9187068
Iter:67| MAE:0.7272639| RMSE:0.9187049
Iter:68| MAE:0.7272618| RMSE:0.91870254
Iter:69| MAE:0.72725886| RMSE:0.91870016
Iter:70| MAE:0.72725713| RMSE:0.9186983
Iter:71| MAE:0.7272559| RMSE:0.91869617
Iter:72| MAE:0.7272551| RMSE:0.91869485
Iter:73| MAE:0.7272533| RMSE:0.9186936
Iter:74| MAE:0.7272532| RMSE:0.9186929
Iter:75| MAE:0.7272521| RMSE:0.91869193
Iter:76| MAE:0.7272512| RMSE:0.918691
Iter:77| MAE:0.7272497| RMSE:0.9186893
Iter:78| MAE:0.7272491| RMSE:0.9186883
Iter:79| MAE:0.7272489| RMSE:0.9186874
Iter:80| MAE:0.7272482| RMSE:0.9186868
Iter:81| MAE:0.72724754| RMSE:0.9186864
Iter:82| MAE:0.72724736| RMSE:0.91868573
Iter:83| MAE:0.7272467| RMSE:0.9186854
Iter:84| MAE:0.7272459| RMSE:0.9186851
Iter:85| MAE:0.7272455| RMSE:0.9186847
Iter:86| MAE:0.7272454| RMSE:0.9186849
Iter:87| MAE:0.7272451| RMSE:0.9186846
