d: 20
lambda: 0.001
gamma: 0.8
rho: 2.0
fnTrainingData: ../ML1M/generality/copy2.train
fnTestData: ../ML1M/generality/copy2.test
fnOutputData: ./testResult/FPMF_0.001_2_1M_copy_2.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
num_iterations: 100
start_hybrid_averaging_iterations: 10
local_train_iterations: 15
Iter:0| MAE:2.5824826| RMSE:2.8137915
Iter:1| MAE:2.5824826| RMSE:2.8137915
Iter:2| MAE:2.5824826| RMSE:2.8137915
Iter:3| MAE:2.5824826| RMSE:2.8137915
Iter:4| MAE:2.5824826| RMSE:2.8137915
Iter:5| MAE:2.5824826| RMSE:2.8137915
Iter:6| MAE:2.5824826| RMSE:2.8137915
Iter:7| MAE:2.5824826| RMSE:2.8137915
Iter:8| MAE:2.2491693| RMSE:2.4578104
Iter:9| MAE:0.88206327| RMSE:1.1590378
Iter:10| MAE:1.1035296| RMSE:1.2936147
Iter:11| MAE:0.8853953| RMSE:1.159877
Iter:12| MAE:0.95632315| RMSE:1.1360939
Iter:13| MAE:0.75003827| RMSE:0.9731714
Iter:14| MAE:0.75499576| RMSE:0.93767035
Iter:15| MAE:0.72927076| RMSE:0.9249494
Iter:16| MAE:0.73024213| RMSE:0.92166114
Iter:17| MAE:0.7281706| RMSE:0.9199908
Iter:18| MAE:0.72711354| RMSE:0.9187497
Iter:19| MAE:0.7262974| RMSE:0.9178151
Iter:20| MAE:0.72564816| RMSE:0.91708994
Iter:21| MAE:0.7251394| RMSE:0.9165108
Iter:22| MAE:0.72472453| RMSE:0.91603893
Iter:23| MAE:0.7243866| RMSE:0.91565895
Iter:24| MAE:0.7241146| RMSE:0.9153454
Iter:25| MAE:0.7238678| RMSE:0.9150787
Iter:26| MAE:0.7236724| RMSE:0.91485816
Iter:27| MAE:0.72350174| RMSE:0.9146647
Iter:28| MAE:0.72335917| RMSE:0.9145042
Iter:29| MAE:0.72322875| RMSE:0.9143695
Iter:30| MAE:0.72311246| RMSE:0.9142455
Iter:31| MAE:0.72302026| RMSE:0.91413975
Iter:32| MAE:0.7229343| RMSE:0.91404957
Iter:33| MAE:0.72286| RMSE:0.9139745
Iter:34| MAE:0.7227908| RMSE:0.91390604
Iter:35| MAE:0.72273666| RMSE:0.91384447
Iter:36| MAE:0.7226881| RMSE:0.9137902
Iter:37| MAE:0.72264| RMSE:0.91374606
Iter:38| MAE:0.72260225| RMSE:0.9137031
Iter:39| MAE:0.7225657| RMSE:0.9136638
Iter:40| MAE:0.72253543| RMSE:0.9136287
Iter:41| MAE:0.7225099| RMSE:0.9135979
Iter:42| MAE:0.72248656| RMSE:0.9135734
Iter:43| MAE:0.72246397| RMSE:0.91355044
Iter:44| MAE:0.7224404| RMSE:0.91353005
Iter:45| MAE:0.7224226| RMSE:0.9135119
Iter:46| MAE:0.7224028| RMSE:0.9134928
Iter:47| MAE:0.7223909| RMSE:0.9134782
Iter:48| MAE:0.7223791| RMSE:0.91346544
Iter:49| MAE:0.72236675| RMSE:0.9134532
Iter:50| MAE:0.722358| RMSE:0.91344076
Iter:51| MAE:0.7223471| RMSE:0.9134325
Iter:52| MAE:0.7223379| RMSE:0.913424
Iter:53| MAE:0.7223298| RMSE:0.9134159
Iter:54| MAE:0.7223238| RMSE:0.91340953
Iter:55| MAE:0.72231966| RMSE:0.91340345
Iter:56| MAE:0.7223115| RMSE:0.9133992
Iter:57| MAE:0.7223069| RMSE:0.91339463
Iter:58| MAE:0.7223012| RMSE:0.9133894
Iter:59| MAE:0.7222971| RMSE:0.91338545
Iter:60| MAE:0.722292| RMSE:0.91338176
Iter:61| MAE:0.7222888| RMSE:0.9133794
Iter:62| MAE:0.7222852| RMSE:0.9133778
Iter:63| MAE:0.7222814| RMSE:0.91337526
Iter:64| MAE:0.7222787| RMSE:0.9133732
Iter:65| MAE:0.72227716| RMSE:0.9133714
Iter:66| MAE:0.7222756| RMSE:0.9133696
Iter:67| MAE:0.722274| RMSE:0.91336715
Iter:68| MAE:0.7222727| RMSE:0.9133656
Iter:69| MAE:0.72227144| RMSE:0.91336423
Iter:70| MAE:0.7222702| RMSE:0.9133631
Iter:71| MAE:0.7222701| RMSE:0.91336185
Iter:72| MAE:0.72226864| RMSE:0.9133609
Iter:73| MAE:0.7222682| RMSE:0.91336036
Iter:74| MAE:0.72226655| RMSE:0.9133602
Iter:75| MAE:0.7222657| RMSE:0.9133592
Iter:76| MAE:0.7222648| RMSE:0.91335845
Iter:77| MAE:0.72226447| RMSE:0.91335833
Iter:78| MAE:0.7222641| RMSE:0.9133576
Iter:79| MAE:0.72226334| RMSE:0.9133572
Iter:80| MAE:0.7222631| RMSE:0.91335714
Iter:81| MAE:0.7222629| RMSE:0.9133565
Iter:82| MAE:0.7222632| RMSE:0.91335595
Iter:83| MAE:0.7222632| RMSE:0.9133555
Iter:84| MAE:0.72226286| RMSE:0.9133555
Iter:85| MAE:0.72226286| RMSE:0.91335535
Iter:86| MAE:0.72226244| RMSE:0.91335505
Iter:87| MAE:0.7222618| RMSE:0.9133547
Iter:88| MAE:0.72226155| RMSE:0.9133546
Iter:89| MAE:0.72226137| RMSE:0.91335464
Iter:90| MAE:0.7222611| RMSE:0.9133544
Iter:91| MAE:0.7222611| RMSE:0.9133546
Iter:92| MAE:0.7222609| RMSE:0.9133544
Iter:93| MAE:0.7222611| RMSE:0.9133543
Iter:94| MAE:0.7222609| RMSE:0.9133543
Iter:95| MAE:0.7222608| RMSE:0.91335416
Iter:96| MAE:0.7222606| RMSE:0.9133542
Iter:97| MAE:0.7222606| RMSE:0.91335404
Iter:98| MAE:0.7222603| RMSE:0.91335404
Iter:99| MAE:0.72226036| RMSE:0.91335404
MAE:0.7222602| RMSE:0.9133541
