d: 20
lambda: 0.001
gamma: 0.8
rho: 1.0
fnTrainingData: ../ML1M/generality/copy5.train
fnTestData: ../ML1M/generality/copy5.test
fnOutputData: ./testResult/FPMF_0.001_1_1M_copy_5.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
num_iterations: 100
start_hybrid_averaging_iterations: 10
local_train_iterations: 15
Iter:0| MAE:2.581193| RMSE:2.8127556
Iter:1| MAE:2.581193| RMSE:2.8127556
Iter:2| MAE:2.581193| RMSE:2.8127556
Iter:3| MAE:2.581193| RMSE:2.8127556
Iter:4| MAE:2.581193| RMSE:2.8127556
Iter:5| MAE:2.581193| RMSE:2.8127556
Iter:6| MAE:2.581193| RMSE:2.8127556
Iter:7| MAE:2.581193| RMSE:2.8127556
Iter:8| MAE:1.8664004| RMSE:2.0690188
Iter:9| MAE:1.0462708| RMSE:1.3560716
Iter:10| MAE:1.6475053| RMSE:1.860467
Iter:11| MAE:0.8687437| RMSE:1.138103
Iter:12| MAE:0.9347769| RMSE:1.1138128
Iter:13| MAE:0.742081| RMSE:0.9639171
Iter:14| MAE:0.7487365| RMSE:0.93133616
Iter:15| MAE:0.724058| RMSE:0.91971123
Iter:16| MAE:0.7259263| RMSE:0.917421
Iter:17| MAE:0.72446674| RMSE:0.91651815
Iter:18| MAE:0.7239211| RMSE:0.91589254
Iter:19| MAE:0.72349954| RMSE:0.91544867
Iter:20| MAE:0.7231787| RMSE:0.91511226
Iter:21| MAE:0.72294044| RMSE:0.91485906
Iter:22| MAE:0.7227538| RMSE:0.9146524
Iter:23| MAE:0.72258973| RMSE:0.91449666
Iter:24| MAE:0.72247016| RMSE:0.9143684
Iter:25| MAE:0.72237134| RMSE:0.91425866
Iter:26| MAE:0.72227705| RMSE:0.9141786
Iter:27| MAE:0.72220397| RMSE:0.91410697
Iter:28| MAE:0.722135| RMSE:0.91404474
Iter:29| MAE:0.7220809| RMSE:0.9139902
Iter:30| MAE:0.72203296| RMSE:0.91394377
Iter:31| MAE:0.7219902| RMSE:0.91390604
Iter:32| MAE:0.7219633| RMSE:0.913874
Iter:33| MAE:0.7219335| RMSE:0.913844
Iter:34| MAE:0.72190756| RMSE:0.9138187
Iter:35| MAE:0.7218839| RMSE:0.9137978
Iter:36| MAE:0.72186536| RMSE:0.91378003
Iter:37| MAE:0.721845| RMSE:0.9137646
Iter:38| MAE:0.7218301| RMSE:0.9137495
Iter:39| MAE:0.72181624| RMSE:0.9137348
Iter:40| MAE:0.7218027| RMSE:0.91372216
Iter:41| MAE:0.7217941| RMSE:0.91371274
Iter:42| MAE:0.7217874| RMSE:0.9137029
Iter:43| MAE:0.72177935| RMSE:0.9136932
Iter:44| MAE:0.7217713| RMSE:0.91368675
Iter:45| MAE:0.7217644| RMSE:0.91368127
Iter:46| MAE:0.7217587| RMSE:0.9136767
Iter:47| MAE:0.7217539| RMSE:0.91367096
Iter:48| MAE:0.72174877| RMSE:0.9136673
Iter:49| MAE:0.721745| RMSE:0.91366297
Iter:50| MAE:0.7217381| RMSE:0.9136593
Iter:51| MAE:0.72173554| RMSE:0.9136556
Iter:52| MAE:0.7217318| RMSE:0.91365314
Iter:53| MAE:0.72172976| RMSE:0.91365016
Iter:54| MAE:0.7217274| RMSE:0.9136494
Iter:55| MAE:0.72172546| RMSE:0.91364706
Iter:56| MAE:0.72172284| RMSE:0.9136451
Iter:57| MAE:0.7217209| RMSE:0.913643
Iter:58| MAE:0.72171897| RMSE:0.9136411
Iter:59| MAE:0.7217164| RMSE:0.9136393
Iter:60| MAE:0.72171485| RMSE:0.9136381
Iter:61| MAE:0.7217131| RMSE:0.9136366
Iter:62| MAE:0.72171193| RMSE:0.9136356
Iter:63| MAE:0.72171116| RMSE:0.91363496
Iter:64| MAE:0.7217109| RMSE:0.91363466
Iter:65| MAE:0.72171056| RMSE:0.9136347
Iter:66| MAE:0.721709| RMSE:0.9136337
Iter:67| MAE:0.7217079| RMSE:0.9136338
Iter:68| MAE:0.7217076| RMSE:0.91363305
Iter:69| MAE:0.7217074| RMSE:0.9136326
Iter:70| MAE:0.72170687| RMSE:0.913632
Iter:71| MAE:0.72170657| RMSE:0.9136317
Iter:72| MAE:0.72170585| RMSE:0.9136313
Iter:73| MAE:0.72170573| RMSE:0.9136312
Iter:74| MAE:0.72170514| RMSE:0.9136307
Iter:75| MAE:0.7217047| RMSE:0.91363055
Iter:76| MAE:0.7217041| RMSE:0.91363025
Iter:77| MAE:0.7217039| RMSE:0.91362983
Iter:78| MAE:0.721704| RMSE:0.91362923
Iter:79| MAE:0.7217033| RMSE:0.913629
Iter:80| MAE:0.7217031| RMSE:0.91362876
Iter:81| MAE:0.72170275| RMSE:0.9136286
Iter:82| MAE:0.72170275| RMSE:0.9136283
Iter:83| MAE:0.7217026| RMSE:0.91362834
Iter:84| MAE:0.72170246| RMSE:0.91362816
Iter:85| MAE:0.7217021| RMSE:0.913628
Iter:86| MAE:0.72170186| RMSE:0.9136279
Iter:87| MAE:0.72170156| RMSE:0.9136281
Iter:88| MAE:0.72170174| RMSE:0.913628
Iter:89| MAE:0.7217016| RMSE:0.913628
Iter:90| MAE:0.72170156| RMSE:0.913628
Iter:91| MAE:0.72170156| RMSE:0.91362804
Iter:92| MAE:0.7217018| RMSE:0.9136279
Iter:93| MAE:0.7217016| RMSE:0.9136279
Iter:94| MAE:0.72170156| RMSE:0.9136279
Iter:95| MAE:0.7217014| RMSE:0.9136279
Iter:96| MAE:0.7217013| RMSE:0.9136278
Iter:97| MAE:0.7217013| RMSE:0.9136278
Iter:98| MAE:0.7217013| RMSE:0.91362774
Iter:99| MAE:0.7217011| RMSE:0.91362774
MAE:0.7217013| RMSE:0.91362774
