d: 20
lambda: 0.001
gamma: 0.8
rho: 3.0
fnTrainingData: ../ML1M/generality/copy2.train
fnTestData: ../ML1M/generality/copy2.test
fnOutputData: ./testResult/FPMF_0.001_3_1M_copy_2.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
num_iterations: 100
start_hybrid_averaging_iterations: 10
local_train_iterations: 15
Iter:0| MAE:2.5824826| RMSE:2.8137915
Iter:1| MAE:2.5824826| RMSE:2.8137915
Iter:2| MAE:2.5824826| RMSE:2.8137915
Iter:3| MAE:2.5824826| RMSE:2.8137915
Iter:4| MAE:2.5824826| RMSE:2.8137915
Iter:5| MAE:2.5824826| RMSE:2.8137915
Iter:6| MAE:2.5824826| RMSE:2.8137915
Iter:7| MAE:2.5824826| RMSE:2.8137915
Iter:8| MAE:2.5774496| RMSE:2.8074598
Iter:9| MAE:0.87974745| RMSE:1.0619607
Iter:10| MAE:0.8641564| RMSE:1.1309481
Iter:11| MAE:0.95445776| RMSE:1.138165
Iter:12| MAE:0.78784794| RMSE:1.0273753
Iter:13| MAE:0.7993872| RMSE:0.978248
Iter:14| MAE:0.73851305| RMSE:0.9423528
Iter:15| MAE:0.7415014| RMSE:0.9321175
Iter:16| MAE:0.7351693| RMSE:0.92852277
Iter:17| MAE:0.7336072| RMSE:0.92616093
Iter:18| MAE:0.73209023| RMSE:0.9244105
Iter:19| MAE:0.7309173| RMSE:0.9230603
Iter:20| MAE:0.7299972| RMSE:0.92199373
Iter:21| MAE:0.7292463| RMSE:0.9211349
Iter:22| MAE:0.7286409| RMSE:0.9204411
Iter:23| MAE:0.7281356| RMSE:0.91987264
Iter:24| MAE:0.7277244| RMSE:0.9193945
Iter:25| MAE:0.72735953| RMSE:0.9189853
Iter:26| MAE:0.72705966| RMSE:0.918649
Iter:27| MAE:0.7268076| RMSE:0.9183528
Iter:28| MAE:0.72658813| RMSE:0.91810066
Iter:29| MAE:0.7263964| RMSE:0.91788226
Iter:30| MAE:0.7262299| RMSE:0.91769546
Iter:31| MAE:0.7260802| RMSE:0.9175353
Iter:32| MAE:0.725952| RMSE:0.9173901
Iter:33| MAE:0.7258379| RMSE:0.9172657
Iter:34| MAE:0.7257418| RMSE:0.91715205
Iter:35| MAE:0.7256509| RMSE:0.9170548
Iter:36| MAE:0.7255722| RMSE:0.9169672
Iter:37| MAE:0.7255037| RMSE:0.9168901
Iter:38| MAE:0.72544235| RMSE:0.9168218
Iter:39| MAE:0.725392| RMSE:0.9167612
Iter:40| MAE:0.7253435| RMSE:0.916705
Iter:41| MAE:0.7253009| RMSE:0.9166596
Iter:42| MAE:0.7252624| RMSE:0.9166183
Iter:43| MAE:0.72522676| RMSE:0.91658413
Iter:44| MAE:0.7251955| RMSE:0.91654927
Iter:45| MAE:0.7251692| RMSE:0.91652125
Iter:46| MAE:0.72514266| RMSE:0.91649544
Iter:47| MAE:0.72512054| RMSE:0.91647154
Iter:48| MAE:0.7250999| RMSE:0.9164515
Iter:49| MAE:0.7250814| RMSE:0.9164332
Iter:50| MAE:0.72506773| RMSE:0.9164142
Iter:51| MAE:0.7250533| RMSE:0.91640174
Iter:52| MAE:0.7250399| RMSE:0.9163869
Iter:53| MAE:0.7250285| RMSE:0.9163753
Iter:54| MAE:0.7250162| RMSE:0.91636634
Iter:55| MAE:0.72500736| RMSE:0.9163569
Iter:56| MAE:0.724998| RMSE:0.91634554
Iter:57| MAE:0.72498906| RMSE:0.9163372
Iter:58| MAE:0.724982| RMSE:0.9163306
Iter:59| MAE:0.72497433| RMSE:0.9163234
Iter:60| MAE:0.72496814| RMSE:0.91631776
Iter:61| MAE:0.7249628| RMSE:0.91631347
Iter:62| MAE:0.72495735| RMSE:0.9163076
Iter:63| MAE:0.724954| RMSE:0.9163023
Iter:64| MAE:0.72495097| RMSE:0.9162986
Iter:65| MAE:0.7249487| RMSE:0.91629636
Iter:66| MAE:0.7249449| RMSE:0.9162935
Iter:67| MAE:0.724943| RMSE:0.91629106
Iter:68| MAE:0.724941| RMSE:0.91628927
Iter:69| MAE:0.7249394| RMSE:0.9162882
Iter:70| MAE:0.72493666| RMSE:0.9162869
Iter:71| MAE:0.72493494| RMSE:0.9162849
Iter:72| MAE:0.7249339| RMSE:0.91628337
Iter:73| MAE:0.7249326| RMSE:0.91628253
Iter:74| MAE:0.7249312| RMSE:0.9162813
Iter:75| MAE:0.7249301| RMSE:0.9162801
Iter:76| MAE:0.72492903| RMSE:0.91627854
Iter:77| MAE:0.7249281| RMSE:0.916278
Iter:78| MAE:0.7249269| RMSE:0.91627693
Iter:79| MAE:0.7249263| RMSE:0.91627586
Iter:80| MAE:0.7249256| RMSE:0.91627514
Iter:81| MAE:0.72492516| RMSE:0.91627485
Iter:82| MAE:0.7249251| RMSE:0.9162744
Iter:83| MAE:0.7249248| RMSE:0.91627413
Iter:84| MAE:0.724924| RMSE:0.9162738
Iter:85| MAE:0.724924| RMSE:0.91627306
Iter:86| MAE:0.72492373| RMSE:0.91627276
Iter:87| MAE:0.72492355| RMSE:0.91627246
Iter:88| MAE:0.72492325| RMSE:0.9162719
Iter:89| MAE:0.7249231| RMSE:0.91627157
Iter:90| MAE:0.7249229| RMSE:0.91627127
Iter:91| MAE:0.7249225| RMSE:0.916271
Iter:92| MAE:0.7249223| RMSE:0.9162709
Iter:93| MAE:0.72492224| RMSE:0.9162707
Iter:94| MAE:0.72492236| RMSE:0.9162706
Iter:95| MAE:0.7249221| RMSE:0.9162705
Iter:96| MAE:0.7249218| RMSE:0.91627043
Iter:97| MAE:0.72492146| RMSE:0.9162704
Iter:98| MAE:0.7249212| RMSE:0.91627026
Iter:99| MAE:0.7249213| RMSE:0.91627026
MAE:0.7249213| RMSE:0.9162702
