d: 20
lambda: 0.001
gamma: 0.8
rho: 3.0
fnTrainingData: ../ML1M/generality/copy3.train
fnTestData: ../ML1M/generality/copy3.test
fnOutputData: ./testResult/FPMF_0.001_3_1M_copy_3.txt
MinRating: 1.0
MaxRating: 5.0
n: 6040
m: 3952
num_iterations: 100
start_hybrid_averaging_iterations: 10
local_train_iterations: 15
Iter:0| MAE:2.5823426| RMSE:2.8127823
Iter:1| MAE:2.5823426| RMSE:2.8127823
Iter:2| MAE:2.5823426| RMSE:2.8127823
Iter:3| MAE:2.5823426| RMSE:2.8127823
Iter:4| MAE:2.5823426| RMSE:2.8127823
Iter:5| MAE:2.5823426| RMSE:2.8127823
Iter:6| MAE:2.5823426| RMSE:2.8127823
Iter:7| MAE:2.5823426| RMSE:2.8127823
Iter:8| MAE:2.2961044| RMSE:2.5062065
Iter:9| MAE:0.8627316| RMSE:1.1324458
Iter:10| MAE:1.0282898| RMSE:1.21643
Iter:11| MAE:0.87374675| RMSE:1.1440482
Iter:12| MAE:0.93013686| RMSE:1.1102884
Iter:13| MAE:0.7550624| RMSE:0.9779073
Iter:14| MAE:0.7596058| RMSE:0.94374394
Iter:15| MAE:0.7357195| RMSE:0.93213665
Iter:16| MAE:0.73607934| RMSE:0.9283728
Iter:17| MAE:0.73376036| RMSE:0.9262812
Iter:18| MAE:0.732441| RMSE:0.9246853
Iter:19| MAE:0.7313875| RMSE:0.9234489
Iter:20| MAE:0.73054993| RMSE:0.92247176
Iter:21| MAE:0.72988206| RMSE:0.921681
Iter:22| MAE:0.72932637| RMSE:0.92104304
Iter:23| MAE:0.72885585| RMSE:0.9205071
Iter:24| MAE:0.7284739| RMSE:0.92006797
Iter:25| MAE:0.7281545| RMSE:0.9196919
Iter:26| MAE:0.7278799| RMSE:0.91937006
Iter:27| MAE:0.7276353| RMSE:0.9190956
Iter:28| MAE:0.7274332| RMSE:0.91885906
Iter:29| MAE:0.72724855| RMSE:0.9186622
Iter:30| MAE:0.7270979| RMSE:0.91848385
Iter:31| MAE:0.7269664| RMSE:0.91833085
Iter:32| MAE:0.7268413| RMSE:0.9181976
Iter:33| MAE:0.7267419| RMSE:0.91808355
Iter:34| MAE:0.72665316| RMSE:0.9179767
